Comune,Longitudine,Latitudine
coazzolo,8.14514109,44.72821487
cocconato,8.03923935,45.08718184
corsione,8.14513636,45.00074703
cortandone,8.05757115,44.95969083
cortanze,8.08959339,45.01522505
cortazzone,8.06192379,44.97953515
cortiglione,8.35856506,44.82301876
cossombrato,8.13752723,44.99412244
costigliole d asti,8.18062795,44.78822155
cunico,8.09721152,45.04043582
dusino san michele,7.97228137,44.92018688
ferrere,7.99385509,44.87340426
fontanile,8.42218563,44.75337907
frinco,8.17536565,45.00558693
grana,8.29912278,44.99805155
grazzano badoglio,8.31355703,45.03891548
incisa scapaccino,8.38094573,44.80839835
isola d asti,8.17721468,44.82947547
loazzolo,8.25852546,44.66896792
maranzana,8.47682029,44.75977053
maretto,8.03423581,44.94435642
moasca,8.27793953,44.76255023
mombaldone,8.32920396,44.56923733
mombaruzzo,8.44866667,44.77102638
mombercelli,8.2944273,44.81697574
monale,8.07164087,44.93609673
monastero bormida,8.32462019,44.64752301
moncalvo,8.26346587,45.05139958
moncucco torinese,7.93215605,45.06788298
mongardino,8.21869885,44.84884344
montabone,8.39030985,44.69860169
montafia,8.02515243,44.98919545
montaldo scarampi,8.2573902,44.82860036
montechiaro d asti,8.11238215,45.00821528
montegrosso d asti,8.23874286,44.82241214
montemagno,8.3240069,44.9840347
moransengo,8.02486752,45.11523742
nizza monferrato,8.35650287,44.77361901
olmo gentile,8.24703487,44.58555786
passerano marmorito,8.01879254,45.05639415
penango,8.25013241,45.03325898
piea,8.07208963,45.02529094
pino d asti,7.98625503,45.05819329
piova massaia,8.05094462,45.05448578
portacomaro,8.25851231,44.95711305
quaranti,8.44907922,44.75104701
refrancore,8.34271288,44.93757725
revigliasco d asti,8.1583648,44.85873263
roatto,8.02661283,44.95150123
robella,8.100056,45.10233231
rocca d arazzo,8.28581546,44.87387745
roccaverano,8.27193131,44.59299081
rocchetta palafea,8.34572398,44.70695062
rocchetta tanaro,8.3443271,44.85886821
san damiano d asti,8.06523095,44.83463979
san giorgio scarampi,8.24202367,44.61132016
san martino alfieri,8.10937091,44.81852007
san marzano oliveto,8.29616262,44.75322439
san paolo solbrito,7.97278064,44.95226938
scurzolengo,8.27826008,44.96570842
serole,8.25972366,44.55375446
sessame,8.33782926,44.66894067
settime,8.11289201,44.9640894
soglio,8.0781248,44.99743108
tigliole,8.07546861,44.88727476
tonco,8.18984201,45.02410808
tonengo,8.00209647,45.11794499
vaglio serra,8.33893337,44.79653568
valfenera,7.96509857,44.89687406
vesime,8.22822517,44.63719563
viale,8.05229051,44.99926995
viarigi,8.35869057,44.98045098
vigliano d asti,8.23189059,44.83510515
villafranca d asti,8.03221225,44.91367137
villanova d asti,7.93722176,44.94188973
villa san secondo,8.13525532,45.00518407
vinchio,8.31730154,44.80740659
montiglio monferrato,8.09773822,45.06741302
acqui terme,8.46975213,44.67660776
albera ligure,9.06842676,44.70091651
alessandria,8.61540116,44.91297351
alfiano natta,8.20845976,45.04723245
alice bel colle,8.45120062,44.72578802
alluvioni cambio,8.77257309,44.99538211
altavilla monferrato,8.3757125,44.9928995
alzano scrivia,8.88128698,45.01755597
arquata scrivia,8.88574473,44.68673968
avolasca,8.96523824,44.80296911
balzola,8.40254698,45.18319612
basaluzzo,8.70593403,44.76829415
bassignana,8.73594306,45.00321277
belforte monferrato,8.66160356,44.62436936
bergamasco,8.45521038,44.82710536
berzano tortona,8.95059588,44.87645689
bistagno,8.36858665,44.66179377
borghetto borbera,8.94535017,44.73105311
borgoratto alessandrino,8.53942061,44.83649029
borgo san martino,8.52362138,45.0890903
bosco marengo,8.67599099,44.82209118
bosio,8.79191248,44.64778929
bozzole,8.60487718,45.067876
brignanofrascata,9.04079602,44.81195142
cabella ligure,9.0962927,44.67308273
camagna monferrato,8.43033685,45.01784708
camino,8.28704469,45.16220888
cantalupo ligure,9.04435913,44.71897373
capriata d orba,8.68893776,44.72996604
carbonara scrivia,8.87077531,44.84976758
carentino,8.47046969,44.82887672
carezzano,8.90000819,44.80675404
carpeneto,8.60631572,44.6772555
carrega ligure,9.17561244,44.61907401
carrosio,8.83233109,44.65940501
cartosio,8.41852913,44.59120157
casal cermelli,8.62242452,44.8357048
casaleggio boiro,8.7316846,44.63430041
casale monferrato,8.45260603,45.13502772
casalnoceto,8.98198552,44.91316314
casasco,9.00605114,44.82822593
cassano spinola,8.86300797,44.76619504
cassine,8.525483,44.74821538
cassinelle,8.56047456,44.60684663
castellania,8.93045228,44.79884656
castellar guidobono,8.94673509,44.90626728
castellazzo bormida,8.57711652,44.84547363
castelletto d erro,8.39441096,44.62508569
castelletto d orba,8.70225531,44.68556836
castelletto merli,8.2405562,45.07520084
castelletto monferrato,8.56624165,44.97986948
castelnuovo bormida,8.5462034,44.74368801
castelnuovo scrivia,8.88163236,44.97942413
castelspina,8.5824154,44.80447097
cavatore,8.45241293,44.63096191
cella monte,8.39068715,45.07480127
cereseto,8.31694083,45.08601084
cerreto grue,8.93197656,44.84186342
cerrina monferrato,8.2152477,45.12019189
coniolo,8.37204723,45.14690814
conzano,8.45605851,45.02054219
costa vescovato,8.92901622,44.81820576
cremolino,8.58583986,44.63749767
cuccaro monferrato,8.45548032,44.99071371
denice,8.33401144,44.59866478
dernice,9.05007934,44.76760327
fabbrica curone,9.15418217,44.75482545
felizzano,8.43580291,44.89804289
fraconalto,8.87795991,44.5921573
francavilla bisio,8.73165894,44.73589007
frascaro,8.5326506,44.82711359
frassinello monferrato,8.38660956,45.03150897
frassineto po,8.53610328,45.13401839
fresonara,8.68484071,44.78273653
frugarolo,8.67906229,44.8389863
fubine monferrato,8.42541266,44.96556464
gabiano,8.19315039,45.15893956
gamalero,8.5430521,44.80892438
garbagna,8.99903571,44.78094061
gavazzana,8.88625438,44.77567686
gavi,8.80360629,44.68829965
giarole,8.56785699,45.0606548
gremiasco,9.10473865,44.79704719
grognardo,8.49150662,44.629935
grondona,8.96254082,44.69719799
guazzora,8.84491063,45.01359818
isola sant antonio,8.85040859,45.03087376
lerma,8.71251661,44.63497457
lu,8.48397707,45.00183653
malvicino,8.41406649,44.55965891
masio,8.40801092,44.8693944
melazzo,8.42690281,44.64399212
merana,8.29752453,44.51779681
mirabello monferrato,8.52345012,45.03574687
molare,8.60108309,44.62062138
molino torti,8.89203048,45.02354187
mombello monferrato,8.25088371,45.13302907
momperone,9.03447924,44.83864164
moncestino,8.15840028,45.15485139
mongiardino ligure,9.06126316,44.63855849
monleale,8.9843698,44.88507491
montacuto,9.10687493,44.76675329
montaldeo,8.7306833,44.66653728
montaldo bormida,8.58900574,44.68345546
montecastello,8.68660651,44.94895015
montechiaro d acqui,8.37967335,44.59498476
montegioco,8.95408341,44.83779799
montemarzino,8.99313137,44.84848618
morano sul po,8.36562081,45.16403878
morbello,8.51001025,44.60347745
mornese,8.75619133,44.63908249
morsasco,8.54909592,44.66456561
murisengo,8.137466,45.08344752
novi ligure,8.78709895,44.76018447
occimiano,8.50665552,45.06017802
odalengo grande,8.16672164,45.10952242
odalengo piccolo,8.20951508,45.07192832
olivola,8.36696226,45.03769495
orsara bormida,8.56243644,44.69008849
ottiglio,8.33914672,45.05183484
ovada,8.64638692,44.63746785
oviglio,8.48672464,44.85980406
ozzano monferrato,8.37622616,45.10189355
paderna,8.89000207,44.82072604
pareto,8.38286675,44.51574319
parodi ligure,8.758618,44.67082366
pasturana,8.74903841,44.75067788
pecetto valenza,8.6704681,44.98971739
pietra marazzi,8.6705542,44.94414223
piovera,8.7349996,44.95967234
pomaro monferrato,8.59519185,45.06391823
pontecurone,8.93593783,44.95884144
pontestura,8.33254095,45.14364169
ponti,8.36523345,44.62741706
ponzano monferrato,8.26621831,45.0844605
ponzone,8.45960731,44.58640594
pozzol groppo,9.02931411,44.87745949
pozzolo formigaro,8.78154639,44.79386971
prasco,8.55285026,44.64241408
predosa,8.65923977,44.75272978
quargnento,8.48770761,44.94484127
quattordio,8.40598711,44.89920749
ricaldone,8.46963348,44.73208972
rivalta bormida,8.55025847,44.71137561
rivarone,8.71569485,44.97765973
roccaforte ligure,9.02776944,44.67771211
rocca grimalda,8.64728666,44.67110005
rocchetta ligure,9.05002771,44.70654712
rosignano monferrato,8.39905893,45.07984539
sala monferrato,8.35817633,45.07539836
sale,8.80897055,44.98474756
san cristoforo,8.74999574,44.69241358
san giorgio monferrato,8.4148569,45.10778635
san salvatore monferrato,8.56669038,44.99480511
san sebastiano curone,9.06524327,44.78561153
sant agata fossili,8.91893465,44.78591123
sardigliano,8.9076741,44.75429733
sarezzano,8.9153611,44.86755745
serralunga crea,8.2818606,45.10074125
serravalle scrivia,8.85899164,44.71947066
sezzadio,8.57272968,44.78558679
silvano d orba,8.67101282,44.68557224
solero,8.50770965,44.91976152
solonghello,8.28183774,45.13095204
spigno monferrato,8.33530262,44.54303249
spineto scrivia,8.87238248,44.83762769
stazzano,8.86739327,44.7272582
strevi,8.52245997,44.69866281
tagliolo monferrato,8.66825224,44.63908436
tassarolo,8.76950107,44.72658554
terruggia,8.44217858,45.08305643
terzo,8.42105351,44.66953696
ticineto,8.55555016,45.09748798
tortona,8.86015893,44.89474291
treville,8.35975854,45.09714157
trisobbio,8.58627568,44.66230296
valenza,8.64622619,45.01446704
valmacca,8.58233724,45.10046486
vignale monferrato,8.39653661,45.01093201
vignole borbera,8.8905588,44.70829074
viguzzolo,8.92008036,44.90492247
villadeati,8.16969885,45.07244218
villalvernia,8.85664062,44.8176055
villamiroglio,8.16975728,45.13444627
villanova monferrato,8.47846784,45.18178964
villaromagnano,8.88713485,44.85109184
visone,8.50327751,44.6620623
volpedo,8.983383,44.88880456
volpeglino,8.95896398,44.89305041
voltaggio,8.84265701,44.62013284
allein,7.27247864,45.81299906
anteysaintandre,7.59320879,45.80495538
aosta,7.32014937,45.73750285
arnad,7.72127572,45.64497675
arvier,7.16930437,45.70355949
avise,7.14132997,45.70870165
ayas,7.68815712,45.81404412
aymavilles,7.24054522,45.70136784
bard,7.74663423,45.6079571
bionaz,7.42307118,45.87406789
brissogne,7.40457445,45.72718069
brusson,7.73281238,45.7586183
challandsaintanselme,7.73656482,45.71639945
challandsaintvictor,7.70646173,45.68977437
chambave,7.54994156,45.74433587
chamois,7.62028471,45.83835687
champdepraz,7.65775453,45.68574043
champorcher,7.62079406,45.6236126
charvensod,7.32540756,45.72043469
chatillon,7.61324866,45.7495666
cogne,7.35589684,45.60810335
courmayeur,6.97211063,45.79304937
donnas,7.76743948,45.60348451
doues,7.30664971,45.81924591
emarese,7.70044113,45.72469931
etroubles,7.23295436,45.81970089
fenis,7.49429922,45.73609933
fontainemore,7.86097348,45.6490006
gaby,7.88234959,45.71286294
gignod,7.29617804,45.77825204
gressan,7.28944079,45.72162078
gressoneylatrinite,7.82308558,45.82724198
gressoneysaintjean,7.82758597,45.77699719
hone,7.73573316,45.61185509
introd,7.18721781,45.69147016
issime,7.85421598,45.68545132
issogne,7.68441737,45.65394996
jovencan,7.27497757,45.7139631
la magdeleine,7.61909957,45.81079736
la salle,7.07259636,45.74688856
la thuile,6.94907203,45.71683466
lillianes,7.84507084,45.63276575
montjovet,7.6741874,45.70421567
morgex,7.03606923,45.75698191
nus,7.4669417,45.73920602
ollomont,7.31090328,45.84910177
oyace,7.38250599,45.85069846
perloz,7.80860292,45.6131138
pollein,7.35717211,45.72804929
pontboset,7.68765237,45.6064306
pontey,7.59134931,45.73789995
pontsaintmartin,7.797798,45.59981254
presaintdidier,6.98635298,45.76376415
quart,7.41560289,45.74067954
rhemesnotredame,7.1185289,45.56970721
rhemessaintgeorges,7.15524759,45.65525593
roisan,7.31057909,45.7844233
saintchristophe,7.35781441,45.74833047
saintdenis,7.55719219,45.75217771
saintmarcel,7.44828666,45.7324156
saintnicolas,7.16788714,45.7166175
saintoyen,7.21240783,45.82462227
saintpierre,7.22628899,45.71043364
saintrhemyenbosses,7.18206384,45.8230588
saintvincent,7.64750229,45.75022016
sarre,7.25764516,45.71794426
torgnon,7.57120579,45.8014716
valgrisenche,7.06475581,45.6303374
valpelline,7.32855375,45.82642294
valsavarenche,7.20831202,45.59199131
valtournenche,7.62270907,45.8770846
verrayes,7.53225413,45.76144401
verres,7.68994077,45.66872714
villeneuve,7.20773981,45.70275195
airole,7.55373372,43.87193229
apricale,7.66047436,43.88046591
aquila d arroscia,8.00538059,44.08368752
armo,7.91400884,44.08737513
aurigo,7.92256375,43.98301362
badalucco,7.84704751,43.91563657
bajardo,7.71823202,43.90350463
bordighera,7.67188845,43.77976186
borghetto d arroscia,7.98182679,44.05746703
borgomaro,7.94489614,43.97560219
camporosso,7.62833199,43.81518186
caravonica,7.95887794,43.99234154
carpasio,7.86676773,43.95985266
castellaro,7.86831607,43.86469941
castel vittorio,7.67318527,43.92874403
ceriana,7.77294636,43.88094776
cervo,8.11439209,43.92533848
cesio,7.9749718,44.00771437
chiusanico,7.9916401,43.97324089
chiusavecchia,7.983327,43.9678916
cipressa,7.9340954,43.85295315
civezza,7.95128441,43.87933711
cosio d arroscia,7.83116754,44.07581718
costarainera,7.94124004,43.85453541
diano arentino,8.0422744,43.94799843
diano castello,8.06665921,43.92417641
diano marina,8.08179249,43.91003445
diano san pietro,8.06878914,43.93115748
dolceacqua,7.62346525,43.84811905
dolcedo,7.95177621,43.90694017
imperia,8.0278503,43.88570648
isolabona,7.63886282,43.87999064
lucinasco,7.96275211,43.96777563
mendatica,7.80555956,44.07637352
molini triora,7.77432953,43.99014112
montalto ligure,7.84447343,43.92775131
montegrosso pian latte,7.81784428,44.06660991
olivetta san michele,7.51550262,43.87980841
ospedaletti,7.71770138,43.80074234
perinaldo,7.67423944,43.86619925
pietrabruna,7.90347589,43.88997458
pieve teco,7.91521507,44.04699787
pigna,7.66338032,43.9330097
pompeiana,7.8885282,43.85278181
pontedassio,8.0126941,43.94044493
pornassio,7.87095357,44.07026852
prela,7.9369914,43.92622371
ranzo,8.01446794,44.05956136
rezzo,7.87215721,44.02031375
riva ligure,7.88171211,43.83752404
rocchetta nervina,7.60029478,43.89017646
san bartolomeo mare,8.10216833,43.92851288
san biagio cima,7.64984983,43.81878782
san lorenzo mare,7.96388149,43.85360939
sanremo,7.78463261,43.82100004
santo stefano mare,7.89907803,43.83724835
seborga,7.69416032,43.82588301
soldano,7.65407956,43.82672282
taggia,7.85052289,43.84362744
terzorio,7.8982476,43.85284036
triora,7.76211239,43.99381326
vallebona,7.66683606,43.81328065
vallecrosia,7.6437872,43.79318232
vasia,7.95410759,43.93302326
ventimiglia,7.60863489,43.79003749
vessalico,7.96224656,44.04622744
villa faraldi,8.0914669,43.96709172
alassio,8.17296106,44.00803855
albenga,8.21294718,44.04910721
albissola marina,8.50318133,44.32724829
albisola superiore,8.51033951,44.33968692
altare,8.3439314,44.33478282
andora,8.14003459,43.95824758
arnasco,8.10696787,44.07799865
balestrino,8.17458666,44.12489729
bardineto,8.12938875,44.19209639
bergeggi,8.44410089,44.24906108
boissano,8.22123144,44.13424252
borghetto santo spirito,8.24198802,44.11538413
borgio verezzi,8.3045609,44.15987456
bormida,8.23261121,44.27865707
cairo montenotte,8.27417261,44.39971795
calice ligure,8.29426933,44.20491797
calizzano,8.11537146,44.235196
carcare,8.29082811,44.3579668
casanova lerrone,8.04827694,44.03159416
castelbianco,8.07479916,44.11321558
castelvecchio rocca barbena,8.1155059,44.13038323
celle ligure,8.54522349,44.34206161
cengio,8.20840962,44.3875635
ceriale,8.23206591,44.09635674
cisano sul neva,8.14496038,44.08729345
cosseria,8.23445622,44.36851305
dego,8.31038187,44.44959522
erli,8.10533097,44.13656262
finale ligure,8.34360444,44.16902304
garlenda,8.09679584,44.03360058
giustenice,8.24621583,44.17232581
giusvalla,8.3937268,44.44947912
laigueglia,8.15814419,43.97461904
loano,8.25977713,44.12917319
magliolo,8.25018606,44.19163662
mallare,8.29757667,44.29146605
massimino,8.07116002,44.29939342
millesimo,8.20581826,44.36442319
mioglia,8.4112728,44.48986122
murialdo,8.16135683,44.31617201
nasino,8.02784153,44.11511382
noli,8.41618422,44.20566323
onzo,8.05141127,44.06959174
orco feglino,8.32516188,44.21956675
ortovero,8.09108827,44.05382692
osiglia,8.20061895,44.28079135
pallare,8.27496416,44.32763192
piana crixia,8.30751198,44.48527201
pietra ligure,8.282827,44.14886132
plodio,8.24352274,44.35653151
pontinvrea,8.43457011,44.44489686
quiliano,8.41137969,44.29342208
rialto,8.27472128,44.21960792
roccavignale,8.19201219,44.36188556
sassello,8.48994519,44.47903665
savona,8.48110865,44.30750461
spotorno,8.41946267,44.22717185
stella,8.49307801,44.39689198
stellanello,8.0593304,44.00031785
testico,8.03097385,44.00536918
toirano,8.20719338,44.12691774
tovo san giacomo,8.26853791,44.17670181
urbe,8.59238717,44.48775393
vado ligure,8.43628063,44.26933816
varazze,8.57639806,44.35999892
vendone,8.07425949,44.07401137
vezzi portio,8.36194732,44.22894653
villanova d albenga,8.14308072,44.04590077
zuccarello,8.11565808,44.11134732
arenzano,8.68226057,44.40179322
avegno,9.15871776,44.38230695
bargagli,9.0883387,44.44464301
bogliasco,9.06978128,44.37822158
borzonasca,9.38679744,44.42220304
busalla,8.94498048,44.57080117
camogli,9.15713844,44.34680493
campo ligure,8.69762914,44.53838818
campomorone,8.89267577,44.5066955
carasco,9.34404046,44.35131469
casarza ligure,9.45345696,44.27462061
casella,8.99919877,44.53499584
castiglione chiavarese,9.51354812,44.27471107
ceranesi,8.89459705,44.50393511
chiavari,9.32401708,44.31671072
cicagna,9.23594891,44.4086
cogoleto,8.64632983,44.38946889
cogorno,9.35217274,44.32864607
coreglia ligure,9.26698739,44.3920448
crocefieschi,9.02281748,44.58482451
davagna,9.08668974,44.46474451
fascia,9.23626672,44.56449009
favale malvaro,9.25802513,44.45203897
fontanigorda,9.30494807,44.54655632
genova,8.9326992,44.41149314
gorreto,9.29209495,44.604969
isola cantone,8.95597042,44.64584548
lavagna,9.34403674,44.30715764
leivi,9.3182164,44.34552337
lorsica,9.27433441,44.43234464
lumarzo,9.13732081,44.44356861
masone,8.71169286,44.50363621
mele,8.74802865,44.44540292
mezzanego,9.37690562,44.3836974
mignanego,8.91468328,44.52764357
moconesi,9.21234739,44.41952882
moneglia,9.49012691,44.23854867
montebruno,9.24979047,44.5270933
montoggio,9.0441989,44.51558055
ne,9.39842041,44.34436715
neirone,9.19090098,44.45425495
orero,9.27460151,44.40723425
pieve ligure,9.08689032,44.37467039
portofino,9.20722887,44.30409182
propata,9.18488278,44.56471709
rapallo,9.23174684,44.35017452
recco,9.14354904,44.36219307
rezzoaglio,9.38665818,44.52570666
ronco scrivia,8.95498801,44.60820328
rondanina,9.21760907,44.5623571
rossiglione,8.67053508,44.56211352
rovegno,9.27867307,44.57711393
san colombano certenoli,9.31312353,44.37173186
santa margherita ligure,9.20992464,44.33486974
sant olcese,8.96767968,44.48366578
santo stefano d aveto,9.45092663,44.54782889
savignone,8.9879556,44.56373567
serra ricco,8.93604499,44.50784963
sestri levante,9.39316235,44.26990054
