Prezzo,Anni,Chilometraggio,Cambio,CV,Venditore,Distanza,is_Ibrido vs Benzina,is_Diesel vs Benzina,is_sport vs base,is_performance vs base,is_middle vs base,is NO vs NE,is Centro vs NE,is Sud_Isole vs NE
26900,5,64428,1,110,1,177,1,0,1,0,0,1,0,0
29300,3,47000,1,110,1,231,0,1,0,0,1,0,0,0
28900,2,12498,0,110,1,147,0,0,0,0,1,1,0,0
29500,2,30000,1,110,1,683,0,1,1,0,0,0,0,1
27800,3,31797,1,110,1,177,0,0,1,0,0,1,0,0
27800,5,98958,1,110,1,326,0,0,0,0,1,0,1,0
29500,4,28200,1,110,1,462,1,0,0,0,1,0,0,1
27990,2,34900,1,110,1,276,0,0,0,0,1,1,0,0
27000,3,65230,1,110,1,89,0,1,0,0,1,0,0,0
26800,5,73000,0,110,1,38,0,1,1,0,0,0,0,0
26490,3,35290,0,110,1,345,0,0,0,0,1,0,1,0
26900,4,45363,1,110,1,350,1,0,1,0,0,0,1,0
28900,3,24874,1,110,1,111,1,0,1,0,0,1,0,0
26900,4,59707,1,110,1,326,1,0,1,0,0,0,1,0
28400,2,30000,1,110,1,229,0,0,1,0,0,1,0,0
29700,4,23500,1,110,1,20,1,0,0,0,1,0,0,0
25900,4,110000,1,110,1,387,0,1,1,0,0,0,1,0
26900,2,50990,1,110,1,275,0,1,1,0,0,1,0,0
25400,3,14800,1,110,1,299,1,0,0,1,0,1,0,0
25950,2,74095,1,110,1,119,0,1,1,0,0,0,0,0
27900,3,104000,1,110,1,162,0,1,1,0,0,1,0,0
25999,5,50000,1,110,1,345,0,1,0,0,1,0,1,0
29000,3,46000,1,110,1,178,1,0,1,0,0,1,0,0
27500,2,73300,1,110,1,16,0,1,1,0,0,0,0,0
27000,4,77000,1,110,1,326,0,1,1,0,0,0,1,0
25200,3,18700,1,110,1,77,0,0,1,0,0,0,0,0
26500,4,34800,0,110,1,20,0,1,0,1,0,0,0,0
28800,2,17600,0,110,1,77,0,0,1,0,0,0,0,0
27900,2,52000,1,110,1,119,0,1,1,0,0,0,0,0
25900,3,14500,1,110,1,177,0,0,0,0,1,1,0,0
27800,2,44170,1,110,1,209,1,0,0,0,1,1,0,0
25999,5,96000,1,110,1,499,0,1,1,0,0,0,0,1
25999,4,80000,1,110,1,95,0,1,1,0,0,0,0,0
25900,4,17553,1,110,1,326,1,0,0,1,0,0,1,0
28500,4,45000,1,110,1,116,1,0,1,0,0,0,0,0
25900,3,49989,1,110,1,147,1,0,0,1,0,1,0,0
26500,3,55000,1,110,1,25,0,1,0,0,0,0,0,0
25900,4,66166,1,110,1,284,1,0,1,0,0,1,0,0
25500,3,34600,0,110,1,87,0,0,1,0,0,0,0,0
27900,2,52000,1,110,1,107,0,1,1,0,0,0,0,0
27900,2,26953,0,110,1,31,0,1,1,0,0,0,0,0
25950,0,1,0,110,1,146,0,0,0,0,1,1,0,0
28900,3,59093,1,110,1,222,1,0,1,0,0,1,0,0
26500,4,34800,0,110,1,20,0,1,0,1,0,0,0,0
28300,5,37000,1,110,1,695,0,1,1,0,0,0,0,1
26900,2,74000,1,110,1,107,0,1,1,0,0,0,0,0
28999,2,27000,1,110,1,95,0,1,1,0,0,0,0,0
27900,3,30639,1,110,1,193,0,0,1,0,0,1,0,0
27500,3,31500,1,110,1,214,1,0,0,0,1,1,0,0
26200,2,69000,1,110,1,132,0,1,1,0,0,0,0,0
26900,3,52005,1,110,1,121,0,0,1,0,0,1,0,0
27400,3,25828,1,110,1,226,1,0,1,0,0,0,0,0
28600,4,72000,1,110,1,98,0,1,1,0,0,0,0,0
25900,4,47800,1,110,1,259,0,1,1,0,0,1,0,0
25500,3,42111,1,110,1,120,1,0,0,0,1,0,1,0
26125,2,74000,1,110,1,95,0,1,1,0,0,0,0,0
29999,4,52400,1,110,1,116,1,0,1,0,0,0,0,0
26900,3,99199,1,110,1,140,1,0,0,0,1,0,1,0
26315,2,64602,1,110,1,163,0,1,1,0,0,0,0,0
27000,4,74000,1,110,1,521,0,1,0,0,1,0,0,1
27800,3,31500,1,110,1,79,0,1,0,0,1,0,0,0
26750,3,66000,1,110,1,20,0,1,0,0,1,0,0,0
25990,5,103258,1,110,1,712,0,1,1,0,0,0,0,1
29400,3,29000,1,110,1,160,0,1,0,0,1,0,1,0
26999,2,69700,1,110,1,95,0,1,1,0,0,0,0,0
25990,3,70000,1,110,1,479,0,1,0,0,0,0,0,1
29900,2,26350,1,110,1,200,0,1,1,0,0,0,1,0
26800,3,36117,0,110,1,177,0,0,0,0,1,1,0,0
25900,3,17980,0,110,1,104,0,1,0,0,0,0,1,0
29900,2,24500,1,110,1,205,0,1,1,0,0,1,0,0
27000,3,72000,1,110,1,65,1,0,1,0,0,0,0,0
28999,4,45900,1,110,1,116,1,0,1,0,0,0,0,0
26950,0,1,0,110,1,146,0,1,0,0,1,1,0,0
25400,2,31475,1,110,1,286,1,0,0,0,1,1,0,0
27900,3,48500,1,110,1,326,1,0,1,0,0,0,1,0
27500,3,18984,1,110,1,177,1,0,0,0,1,1,0,0
26500,4,70000,1,110,1,454,0,1,0,0,1,0,0,1
27900,3,33565,1,110,1,753,0,1,0,0,0,0,0,1
26300,2,30509,1,110,1,193,0,0,0,1,0,1,0,0
28800,3,7136,1,110,1,201,0,1,0,0,1,1,0,0
28490,2,23000,0,110,1,326,0,1,1,0,0,0,1,0
26900,3,48500,1,110,1,177,0,1,0,0,0,1,0,0
27950,1,24992,1,110,1,25,0,1,0,0,0,0,0,0
29900,3,28400,1,110,1,107,0,1,1,0,0,0,0,0
25800,2,22000,0,110,1,500,0,0,1,0,0,0,0,1
29900,3,18573,1,110,1,91,0,1,1,0,0,1,0,0
25950,3,38600,1,110,1,14,1,0,0,1,0,0,0,0
26700,3,62922,0,110,1,140,0,1,0,0,1,0,1,0
25400,5,75927,1,110,1,65,0,1,0,0,1,0,0,0
28800,3,34137,1,110,1,197,0,0,1,0,0,1,0,0
25900,3,73000,1,110,1,126,1,0,0,0,1,1,0,0
29900,3,74000,1,110,1,99,0,1,1,0,0,0,1,0
28890,2,52830,1,110,1,81,0,1,1,0,0,0,0,0
29500,3,56200,1,110,1,87,0,1,1,0,0,0,0,0
27900,3,30639,1,110,1,193,1,0,1,0,0,1,0,0
26900,3,25290,1,110,1,74,0,1,1,0,0,0,0,0
29500,3,50000,1,110,1,344,0,1,1,0,0,0,1,0
27300,4,52500,1,110,1,20,1,0,0,1,0,0,0,0
29400,4,49000,1,110,1,125,0,1,0,0,1,1,0,0
28500,2,71125,1,110,1,120,0,1,1,0,0,0,0,0
25350,2,22220,0,110,1,121,0,1,0,0,0,1,0,0
27500,4,57800,1,110,1,412,0,1,0,0,1,0,1,0
26500,2,144130,1,110,1,86,0,1,0,0,1,0,0,0
25700,5,67000,1,110,1,389,0,1,0,0,1,0,0,1
30000,2,44500,1,110,1,170,0,1,1,0,0,1,0,0
26500,2,60080,1,110,1,198,1,0,0,0,1,1,0,0
25900,2,44180,1,110,1,193,0,1,0,0,1,1,0,0
29990,4,32500,1,110,1,261,1,0,1,0,0,0,1,0
29900,4,56692,1,110,1,177,1,0,1,0,0,1,0,0
27999,4,64600,1,110,1,489,0,1,0,0,1,0,0,1
26125,2,75421,1,110,1,95,0,1,1,0,0,0,0,0
29000,4,45000,1,110,1,262,0,1,1,0,0,1,0,0
27900,3,75000,1,110,1,335,0,1,1,0,0,0,0,1
29200,2,18980,1,110,1,193,0,0,0,0,0,0,0,0
29900,2,17660,1,110,1,362,0,1,1,0,0,0,1,0
27950,5,78793,1,110,1,40,0,1,1,0,0,0,0,0
29990,1,14481,1,110,1,177,1,0,0,0,1,1,0,0
28900,3,12102,1,110,1,65,1,0,0,0,1,0,0,0
28900,1,18000,1,110,1,146,1,0,0,0,1,0,1,0
29800,3,6000,0,110,1,20,0,1,0,0,1,0,0,0
27500,3,17600,1,110,1,77,0,0,1,0,0,0,0,0
27999,4,47900,1,110,1,116,0,0,1,0,0,0,0,0
28500,2,95000,1,110,1,193,0,1,0,0,0,1,0,0
25150,2,35400,0,110,1,125,0,1,0,0,1,0,0,0
27300,3,31800,1,110,1,87,0,1,0,0,0,0,0,0
26999,2,85000,1,110,1,95,0,1,1,0,0,0,0,0
25500,4,70357,1,110,1,25,1,0,0,0,1,0,0,0
25800,5,109870,1,110,1,245,0,1,1,0,0,1,0,0
29900,2,24335,1,110,1,177,0,1,1,0,0,1,0,0
26600,3,49795,1,110,1,95,0,0,0,0,1,0,0,0
26000,3,75546,1,110,1,694,0,1,0,1,0,0,0,1
28950,4,38800,1,110,1,14,1,0,1,0,0,0,0,0
29400,1,19500,1,110,1,107,1,0,0,0,1,0,0,0
27000,3,61600,1,110,1,262,1,0,1,0,0,1,0,0
26900,3,57034,1,110,1,630,0,0,0,0,0,0,0,1
29500,4,28500,1,110,1,20,1,0,0,1,0,0,0,0
27500,2,14300,0,110,1,100,0,0,0,0,1,0,1,0
26200,5,95000,1,110,1,695,0,1,0,0,1,0,0,1
29900,2,19000,1,110,1,124,1,0,0,0,1,0,0,0
28900,1,13021,0,110,1,222,0,0,0,0,1,1,0,0
25800,3,115000,0,110,1,151,0,1,1,0,0,0,1,0
26500,4,52451,1,110,1,653,0,1,0,0,1,0,0,1
28450,2,63252,1,110,1,184,0,1,1,0,0,1,0,0
30000,1,11872,1,110,1,140,0,1,0,0,1,0,1,0
26000,3,55926,1,110,1,694,0,1,0,1,0,0,0,1
25900,2,50000,1,110,1,121,0,1,0,0,0,0,0,0
29900,2,28000,1,110,1,132,0,1,1,0,0,0,0,0
28500,3,85000,0,110,1,151,0,1,1,0,0,0,1,0
27500,3,63000,0,110,1,292,0,1,0,0,0,1,0,0
25900,4,89998,1,110,1,147,1,0,1,0,0,1,0,0
29400,3,36000,1,110,1,326,0,1,1,0,0,0,1,0
26500,2,92944,1,110,1,154,0,1,1,0,0,0,0,0
28000,3,37000,1,110,1,283,0,1,0,0,0,0,1,0
25900,4,77730,0,110,1,750,0,1,0,0,0,0,0,1
27500,3,19800,1,110,1,74,0,1,0,0,1,0,0,0
29990,5,66200,1,110,1,128,0,0,1,0,0,0,0,0
28900,3,43000,1,110,1,156,0,1,0,0,1,1,0,0
25900,3,49989,1,110,1,147,1,0,0,1,0,1,0,0
29500,3,41000,1,110,1,296,0,1,1,0,0,1,0,0
29900,3,35401,1,110,1,184,0,1,0,0,1,0,0,0
25900,3,83600,1,110,1,177,0,1,0,0,1,1,0,0
25500,4,59670,0,110,1,239,0,1,0,0,0,0,1,0
29850,4,78958,1,110,1,190,1,0,1,0,0,0,0,0
25400,4,91500,1,110,1,42,0,1,0,0,1,0,0,0
25900,2,35187,1,110,1,68,0,0,0,0,0,0,0,0
28900,1,38675,1,110,1,285,0,1,1,0,0,1,0,0
27800,5,77819,1,110,1,197,0,1,0,0,0,1,0,0
29900,0,1,1,110,1,177,0,0,0,0,1,1,0,0
25200,4,42488,0,110,1,288,0,0,0,0,1,1,0,0
28600,3,26000,0,110,1,326,0,1,0,0,1,0,1,0
28800,4,72000,1,110,1,894,0,1,1,0,0,0,0,1
28500,4,78000,1,110,1,147,1,0,1,0,0,1,0,0
29900,2,20000,1,110,1,129,1,0,0,1,0,1,0,0
27890,3,24600,1,110,1,182,1,0,0,0,1,1,0,0
29900,3,69973,1,110,1,86,1,0,1,0,0,0,0,0
26315,2,67395,1,110,1,95,0,1,1,0,0,0,0,0
29700,2,62400,1,110,1,56,0,1,1,0,0,1,0,0
29900,1,44700,1,110,1,31,1,0,1,0,0,0,0,0
29900,2,37875,1,110,1,226,1,0,0,0,1,0,0,0
29900,2,40500,1,110,1,187,0,1,0,0,1,1,0,0
27900,3,30435,1,110,1,162,0,1,0,0,1,1,0,0
25660,3,65000,1,110,1,125,1,0,0,0,1,0,0,0
25800,3,79956,1,110,1,121,0,0,1,0,0,1,0,0
27700,2,48763,1,110,1,687,0,1,0,0,1,0,0,1
28800,2,26049,1,110,1,177,1,0,0,0,1,1,0,0
28500,2,19820,1,110,1,89,1,0,0,0,1,0,0,0
26990,4,68000,1,110,1,397,0,1,0,0,1,0,1,0
28900,3,25000,1,110,1,358,1,0,0,1,0,0,1,0
25500,3,29700,1,110,1,204,1,0,0,0,1,0,0,0
26900,3,61841,1,110,1,177,0,1,0,0,1,1,0,0
26500,2,91000,1,110,1,642,0,1,0,0,1,0,0,1
25500,5,115000,1,110,1,123,0,1,1,0,0,0,0,0
25900,5,75000,1,110,1,73,0,1,0,0,1,0,0,0
25490,4,63000,1,110,1,326,0,1,0,0,0,0,1,0
29900,3,71371,1,110,1,201,0,1,0,0,1,1,0,0
27900,3,45064,0,110,1,177,0,0,1,0,0,1,0,0
25900,3,46000,0,110,1,159,0,0,0,1,0,0,0,0
26800,3,41306,1,110,1,107,1,0,0,0,0,0,1,0
27000,4,60000,1,110,1,106,0,1,1,0,0,0,1,0
26500,5,61000,0,110,1,289,0,1,0,0,1,0,1,0
27900,3,38850,1,110,1,177,0,1,0,0,1,1,0,0
29990,5,66200,1,110,1,128,1,0,1,0,0,0,0,0
25900,4,43515,1,110,1,285,1,0,0,0,1,1,0,0
27900,3,16900,1,110,1,77,0,0,1,0,0,0,0,0
28700,3,25000,1,110,1,177,1,0,1,0,0,1,0,0
29900,2,37910,1,110,1,509,0,1,1,0,0,0,0,1
29500,3,107000,1,110,1,667,0,1,1,0,0,0,0,1
26900,3,43477,1,110,1,193,0,1,0,0,1,1,0,0
25900,3,49989,1,110,1,147,1,0,0,1,0,1,0,0
27900,2,26400,0,110,1,177,0,1,1,0,0,1,0,0
25990,3,80000,1,110,1,919,0,1,1,0,0,0,0,1
27700,2,75693,1,110,1,154,0,1,1,0,0,0,0,0
29900,1,44700,1,110,1,42,1,0,1,0,0,0,0,0
25800,3,95289,1,110,1,209,1,0,0,0,1,1,0,0
27700,2,76737,1,110,1,154,0,1,1,0,0,0,0,0
27500,3,61300,1,110,1,164,0,1,0,0,0,0,1,0
27850,0,1,1,110,1,146,0,0,0,0,1,1,0,0
30000,4,35700,1,110,1,20,1,0,0,0,1,0,0,0
26500,4,93000,1,110,1,759,1,0,0,0,0,0,0,1
26890,2,51083,0,110,1,852,0,1,0,0,1,0,0,1
26900,3,71224,1,110,1,65,0,0,1,0,0,0,0,0
28800,2,28184,1,110,1,154,0,1,0,0,1,0,0,0
28800,3,20024,1,110,1,177,1,0,0,0,0,1,0,0
28400,3,24000,1,110,1,87,0,1,0,0,0,0,0,0
26500,5,89000,1,110,1,228,0,1,0,0,1,0,1,0
25900,3,42500,1,110,1,819,0,1,0,0,1,0,0,1
25800,3,35590,0,110,1,276,0,1,1,0,0,1,0,0
29900,2,29500,1,110,1,159,1,0,0,0,1,0,0,0
29890,2,30414,1,110,1,262,0,0,0,0,1,1,0,0
25950,4,37700,1,110,1,14,1,0,0,1,0,0,0,0
29900,4,8500,1,110,1,79,0,1,0,0,0,0,0,0
28000,4,75000,1,110,1,190,0,0,0,0,1,1,0,0
28950,3,12999,1,110,1,14,1,0,0,0,1,0,0,0
26500,3,86224,1,110,1,223,0,0,0,0,1,0,1,0
25900,2,31037,0,110,1,285,0,0,0,0,1,1,0,0
26800,2,61743,0,110,1,201,0,1,0,0,1,1,0,0
28990,4,69000,1,110,1,214,1,0,1,0,0,1,0,0
25590,3,50785,1,110,1,163,0,0,0,0,1,0,0,0
29300,2,11323,1,110,1,177,0,1,0,0,1,1,0,0
28900,3,41621,1,110,1,163,0,1,0,0,0,0,0,0
30000,4,40394,1,110,1,774,0,0,0,0,1,0,0,1
29900,2,62185,1,110,1,154,1,0,0,0,1,1,0,0
26950,4,44600,1,110,1,14,1,0,0,0,1,0,0,0
28900,1,16338,0,110,1,167,0,0,0,0,1,1,0,0
26900,2,59330,1,110,1,735,0,1,1,0,0,0,0,1
29300,2,100000,1,110,1,104,0,1,1,0,0,0,1,0
25900,4,82959,1,110,1,16,0,0,0,0,1,0,0,0
27900,2,61422,1,110,1,23,0,1,0,0,1,0,0,0
27900,4,29630,1,110,1,222,1,0,1,0,0,1,0,0
28000,4,84000,1,110,1,774,0,1,0,1,0,0,0,1
28900,2,25000,1,110,1,124,0,1,0,0,1,0,0,0
28900,3,67514,1,110,1,121,0,1,0,0,1,1,0,0
26790,2,35000,1,110,1,147,1,0,0,0,0,1,0,0
26500,3,38000,0,110,1,156,0,1,0,0,1,0,0,0
29900,2,62737,1,110,1,750,0,1,1,0,0,0,0,1
26900,3,59994,1,110,1,177,0,1,0,0,1,1,0,0
27550,2,46910,1,110,1,25,0,1,0,0,0,0,0,0
27300,3,93200,1,110,1,210,0,1,0,0,1,0,1,0
26400,2,42730,0,110,1,104,0,1,0,0,0,0,1,0
26399,3,49500,1,110,1,31,1,0,0,0,1,0,0,0
29800,2,22210,0,110,1,197,0,0,0,0,1,1,0,0
26900,2,48885,1,110,1,177,1,0,0,0,1,1,0,0
26800,2,21000,0,110,1,100,0,0,0,0,1,0,1,0
28900,1,13000,1,110,1,146,1,0,0,1,0,0,1,0
28800,4,76527,1,110,1,777,0,1,1,0,0,0,0,1
28500,2,47347,1,110,1,226,1,0,0,0,1,0,0,0
26900,2,46595,1,110,1,326,1,0,0,0,1,0,1,0
26200,3,50000,1,110,1,498,0,1,0,0,1,0,0,1
29500,3,26500,1,110,1,87,0,1,0,0,1,0,0,0
27600,2,77500,1,110,1,186,0,1,1,0,0,0,0,0
27900,2,66537,1,110,1,651,0,1,1,0,0,0,0,1
25700,4,57786,1,110,1,127,1,0,0,0,1,0,0,0
27900,4,41746,1,110,1,177,1,0,0,0,1,1,0,0
26500,4,53100,1,110,1,326,1,0,1,0,0,0,1,0
28900,4,51868,1,110,1,777,0,1,0,0,1,0,0,1
26900,5,36199,0,110,1,882,0,1,0,0,1,0,0,1
27500,3,35324,1,110,1,177,0,1,0,0,1,1,0,0
27399,3,38767,1,110,1,326,0,1,0,1,0,0,1,0
25900,4,59000,0,110,1,141,0,0,0,0,0,0,0,0
29500,3,72400,1,110,1,255,0,1,1,0,0,1,0,0
27900,3,59535,0,110,1,285,0,1,0,0,1,1,0,0
25400,4,31602,1,110,1,201,0,0,0,0,0,1,0,0
25900,4,63000,1,110,1,571,1,0,0,0,1,0,0,1
28800,5,59364,1,110,1,160,0,1,1,0,0,0,0,0
29950,3,38700,1,110,1,14,1,0,1,0,0,0,0,0
29300,1,17031,0,110,1,92,0,1,0,0,1,0,1,0
29900,4,40224,1,110,1,177,1,0,1,0,0,1,0,0
27200,4,32000,1,110,1,233,1,0,0,0,0,1,0,0
27900,3,43000,1,110,1,928,0,1,0,0,1,0,0,1
27950,2,55558,0,110,1,16,0,1,0,0,1,0,0,0
26900,3,64437,1,110,1,533,0,0,0,0,0,0,0,1
26800,3,31048,1,110,1,177,1,0,0,0,0,1,0,0
29900,1,35729,1,110,1,42,0,1,1,0,0,0,0,0
25400,3,84569,0,110,1,140,0,1,0,0,1,0,1,0
28500,3,49900,1,110,1,32,1,0,0,0,0,0,0,0
27800,3,41475,1,110,1,121,0,0,0,0,1,1,0,0
26900,3,53532,1,110,1,140,1,0,0,0,0,0,1,0
26890,3,80200,0,110,1,322,0,1,0,1,0,0,1,0
26690,3,46900,1,110,1,216,1,0,1,0,0,1,0,0
28900,1,17557,1,110,1,120,1,0,0,0,1,1,0,0
28999,5,111500,1,110,1,698,0,1,1,0,0,0,0,1
25700,5,67000,1,110,1,326,0,1,0,0,1,0,1,0
26400,2,39600,0,110,1,104,0,1,0,0,0,0,1,0
25900,4,89998,1,110,1,147,1,0,1,0,0,1,0,0
25500,5,52381,1,110,1,615,0,1,0,0,0,0,0,1
28300,3,29500,1,110,1,104,0,0,0,0,0,0,1,0
29800,2,27900,1,110,1,116,0,1,0,0,1,0,0,0
29900,2,37263,1,110,1,121,0,1,1,0,0,1,0,0
28500,2,25192,0,110,1,127,0,1,0,0,1,0,0,0
28900,5,110000,0,110,1,262,0,1,1,0,0,0,1,0
28750,3,19135,0,110,1,20,0,0,0,1,0,0,0,0
25900,2,94313,1,110,1,326,0,0,0,0,1,0,1,0
27500,3,51888,1,110,1,127,0,1,0,0,1,0,0,0
25400,4,91500,1,110,1,31,0,1,0,0,1,0,0,0
28400,3,80000,1,110,1,120,0,1,0,0,1,0,0,0
26500,2,37049,1,110,1,146,1,0,0,0,0,0,1,0
27500,4,25300,1,110,1,220,1,0,0,0,1,0,1,0
37490,0,355,1,110,1,383,0,1,1,0,0,0,1,0
37890,0,11,1,110,1,275,0,0,1,0,0,1,0,0
35400,1,20000,1,110,1,239,1,0,1,0,0,1,0,0
36700,2,18203,1,110,1,141,1,0,1,0,0,0,0,0
34900,1,10492,1,110,1,92,1,0,1,0,0,0,1,0
36890,0,7,1,110,1,204,1,0,0,1,0,0,0,0
36900,0,9,1,110,1,95,1,0,1,0,0,0,0,0
36900,1,12719,1,110,1,97,0,1,1,0,0,0,0,0
35290,0,7,1,110,1,204,1,0,0,1,0,0,0,0
36890,0,10,1,110,1,204,0,0,0,1,0,0,0,0
33800,1,20000,1,110,1,119,0,1,1,0,0,0,0,0
33800,0,0,1,110,1,310,1,0,1,0,0,1,0,0
35000,1,1007,0,110,1,203,0,0,1,0,0,1,0,0
36450,1,7566,1,110,1,101,0,1,1,0,0,0,0,0
31500,1,11363,1,110,1,162,0,1,1,0,0,1,0,0
37999,1,19999,1,110,1,155,1,0,1,0,0,0,0,0
35900,1,6772,1,110,1,222,0,1,1,0,0,1,0,0
38900,0,18260,1,110,1,97,0,1,1,0,0,0,0,0
39900,1,10311,1,110,1,222,1,0,1,0,0,1,0,0
32099,3,19385,1,110,1,25,1,0,1,0,0,0,0,0
32800,2,19800,1,110,1,121,1,0,1,0,0,1,0,0
32900,0,1,0,110,1,177,0,1,0,0,1,1,0,0
39900,0,50,1,110,1,257,0,1,0,0,1,1,0,0
36900,0,10,1,110,1,173,1,0,0,0,1,1,0,0
35950,1,19481,1,110,1,489,0,1,1,0,0,0,0,1
35800,1,14615,1,110,1,177,0,1,1,0,0,1,0,0
33500,1,15522,1,110,1,162,0,1,1,0,0,1,0,0
35500,1,10000,1,110,1,124,1,0,1,0,0,0,0,0
33500,1,15075,1,110,1,162,0,1,1,0,0,1,0,0
35950,1,19332,1,110,1,489,0,1,1,0,0,0,0,1
36500,1,10100,1,110,1,124,0,1,1,0,0,0,0,0
38900,1,2900,1,110,1,89,0,1,1,0,0,0,0,0
37900,1,14400,1,110,1,132,0,1,1,0,0,0,0,0
39900,2,12145,1,110,1,383,1,0,1,0,0,0,1,0
34900,2,4800,1,110,1,178,1,0,1,0,0,1,0,0
33500,2,19000,0,110,1,20,0,1,0,0,1,0,0,0
31450,3,17596,1,110,1,146,1,0,1,0,0,1,0,0
31999,2,20000,1,110,1,190,0,1,1,0,0,1,0,0
31000,3,10000,1,110,1,151,0,1,1,0,0,0,1,0
31100,4,15000,1,110,1,20,1,0,1,0,0,0,0,0
36900,0,1000,1,110,1,203,1,0,1,0,0,1,0,0
36900,2,16317,1,110,1,530,0,1,1,0,0,0,0,1
33990,3,19821,1,110,1,20,0,0,0,1,0,0,0,0
30500,2,5000,0,110,1,20,0,0,0,0,1,0,0,0
30900,1,10,1,110,1,175,1,0,0,0,1,1,0,0
34900,2,10,0,110,1,20,0,1,0,1,0,0,0,0
32990,2,9000,1,110,1,89,1,0,0,0,1,0,0,0
35400,1,9710,1,110,1,119,0,1,1,0,0,0,0,0
36900,0,1000,1,110,1,203,1,0,1,0,0,1,0,0
33900,1,15000,1,110,1,276,1,0,1,0,0,1,0,0
31800,1,19021,1,110,1,86,1,0,0,0,0,0,0,0
33900,1,17500,1,110,1,276,0,1,1,0,0,1,0,0
32900,1,18153,1,110,1,177,1,0,0,0,1,1,0,0
35990,0,3000,1,110,1,326,0,0,0,0,1,0,1,0
39990,0,3000,1,110,1,128,1,0,1,0,0,0,0,0
31500,4,19600,1,110,1,20,0,1,0,1,0,0,0,0
30950,2,10700,1,110,1,99,1,0,0,0,1,0,0,0
33490,0,2200,1,110,1,275,0,1,0,0,0,1,0,0
30900,1,10000,1,110,1,14,1,0,0,0,1,0,0,0
35900,1,8498,1,110,1,65,1,0,0,0,0,0,0,0
33900,1,17450,1,110,1,276,1,0,1,0,0,1,0,0
32400,1,17275,1,110,1,156,0,1,1,0,0,0,0,0
33800,1,19000,1,110,1,683,0,1,1,0,0,0,0,1
36400,1,7900,1,110,1,116,0,1,1,0,0,0,0,0
33990,1,16518,1,110,1,177,0,1,1,0,0,1,0,0
39500,0,1,1,110,1,275,0,1,1,0,0,1,0,0
34900,1,10,1,110,1,68,0,0,0,0,1,0,0,0
34680,2,6698,1,110,1,20,1,0,0,0,1,0,0,0
34590,1,11600,1,110,1,205,1,0,0,0,1,1,0,0
32000,1,14481,1,110,1,197,1,0,0,0,0,1,0,0
35999,1,26,1,110,1,103,1,0,0,1,0,0,0,0
33800,1,12000,1,110,1,276,0,1,1,0,0,1,0,0
30990,0,15426,1,110,1,204,1,0,0,1,0,0,0,0
31200,2,14274,1,110,1,101,0,1,0,0,1,0,0,0
30990,3,9500,1,110,1,113,0,1,1,0,0,1,0,0
33900,1,16685,1,110,1,270,1,0,1,0,0,1,0,0
30900,2,4412,1,110,1,91,1,0,1,0,0,1,0,0
33900,2,14892,1,110,1,222,1,0,0,0,0,1,0,0
36400,1,8600,1,110,1,116,0,1,1,0,0,0,0,0
32900,2,16000,1,110,1,326,0,1,1,0,0,0,1,0
30500,2,19170,1,110,1,177,0,1,1,0,0,1,0,0
33140,3,17337,1,110,1,20,0,0,0,1,0,0,0,0
35900,1,100,1,110,1,23,1,0,0,0,1,0,0,0
33950,1,17267,1,110,1,16,0,1,1,0,0,0,0,0
33900,1,4909,1,110,1,222,0,0,1,0,0,1,0,0
36900,0,1000,1,110,1,203,1,0,1,0,0,1,0,0
32400,1,17574,1,110,1,65,0,1,1,0,0,0,0,0
33900,1,8472,1,110,1,174,0,1,1,0,0,1,0,0
34400,1,18900,1,110,1,276,0,1,1,0,0,1,0,0
39600,2,9600,1,110,1,171,0,0,1,0,0,1,0,0
30900,1,17397,1,110,1,160,0,1,0,0,1,1,0,0
34480,2,9115,1,110,1,20,1,0,0,0,1,0,0,0
30500,2,19170,1,110,1,174,0,1,1,0,0,1,0,0
32900,2,14645,1,110,1,20,1,0,0,0,1,0,0,0
36900,0,1000,1,110,1,203,1,0,1,0,0,1,0,0
32900,1,15274,1,110,1,121,0,1,1,0,0,1,0,0
35400,0,10,1,110,1,284,1,0,0,0,0,1,0,0
35500,0,5500,1,110,1,164,1,0,1,0,0,0,1,0
37999,0,500,1,110,1,478,0,1,1,0,0,0,0,1
37900,1,18345,1,110,1,119,0,1,1,0,0,0,0,0
34500,2,13600,1,110,1,231,0,1,1,0,0,1,0,0
39990,0,1,1,110,1,275,0,1,1,0,0,1,0,0
31500,1,18630,1,110,1,91,1,0,0,0,1,1,0,0
33990,3,17622,1,110,1,20,0,0,0,1,0,0,0,0
37900,1,16545,1,110,1,25,0,1,0,0,1,0,0,0
32900,1,10500,1,110,1,65,1,0,0,0,1,0,0,0
33600,3,18300,1,110,1,20,1,0,0,0,1,0,0,0
36500,1,10713,1,110,1,201,0,1,1,0,0,1,0,0
33700,1,18070,1,110,1,285,1,0,1,0,0,1,0,0
37900,0,1,1,110,1,276,1,0,1,0,0,1,0,0
35480,2,3991,1,110,1,20,1,0,0,0,1,0,0,0
35900,1,8082,1,110,1,86,1,0,0,0,1,0,0,0
34900,0,1,1,110,1,239,0,0,0,0,1,0,1,0
35480,2,2912,1,110,1,20,1,0,0,0,1,0,0,0
38600,1,10,1,110,1,276,0,1,1,0,0,1,0,0
35900,1,14274,1,110,1,178,0,1,1,0,0,1,0,0
34900,0,9500,1,110,1,100,1,0,1,0,0,0,1,0
