Prezzo,Anni,Chilometraggio,Cambio,CV,Venditore,Distanza,is_Ibrido vs Benzina,is_Diesel vs Benzina,is_sport vs base,is_performance vs base,is_middle vs base,is NO vs NE,is Centro vs NE,is Sud_Isole vs NE
31900,1,19500,1,110,1,42,0,1,0,0,1,0,0,0
35000,1,7553,1,110,1,774,0,0,0,0,0,0,0,1
37500,1,11824,1,110,1,86,1,0,1,0,0,0,0,0
32799,1,17189,1,110,1,214,0,0,0,0,0,1,0,0
35490,1,16500,1,110,1,132,0,1,1,0,0,0,0,0
33000,1,18046,1,110,1,86,1,0,1,0,0,0,0,0
36950,0,1,1,110,1,153,1,0,1,0,0,0,0,0
36500,2,10,1,110,1,20,1,0,0,1,0,0,0,0
33900,1,8472,1,110,1,177,0,1,1,0,0,1,0,0
31100,1,6874,0,110,1,107,0,0,0,0,0,0,1,0
32300,1,18300,1,110,1,104,0,1,1,0,0,0,1,0
31599,0,168,1,110,1,326,0,1,0,0,0,0,1,0
33900,1,8689,1,110,1,222,1,0,0,0,1,1,0,0
35900,1,5261,1,110,1,25,1,0,0,0,1,0,0,0
36800,1,15000,1,110,1,202,0,1,1,0,0,0,1,0
31900,1,16594,1,110,1,25,0,1,0,0,1,0,0,0
34900,1,13385,1,110,1,200,0,1,1,0,0,1,0,0
36500,2,10,1,110,1,20,1,0,0,0,1,0,0,0
33900,1,14851,1,110,1,226,0,1,1,0,0,0,0,0
39990,1,6200,1,110,1,179,0,1,1,0,0,1,0,0
33990,1,17516,1,110,1,103,1,0,1,0,0,0,0,0
31500,1,14018,1,110,1,285,0,1,1,0,0,1,0,0
36700,2,18203,1,110,1,239,1,0,1,0,0,0,0,0
33900,1,15861,1,110,1,222,1,0,0,0,1,1,0,0
35900,0,5000,1,110,1,164,1,0,0,0,1,0,1,0
35900,1,8000,1,110,1,276,0,1,1,0,0,1,0,0
37890,1,6500,1,110,1,339,1,0,1,0,0,0,1,0
35500,0,5000,1,110,1,92,0,1,0,0,0,0,1,0
31600,1,17002,0,110,1,107,0,1,0,0,1,0,1,0
35900,1,8400,1,110,1,25,1,0,0,0,1,0,0,0
33880,3,18092,0,110,1,20,0,0,0,0,1,0,0,0
38900,1,0,1,110,1,187,0,1,1,0,0,1,0,0
35900,0,6,1,110,1,16,0,1,0,0,0,0,0,0
35900,1,11000,1,110,1,14,1,0,0,0,0,0,0,0
37900,0,1,1,110,1,276,1,0,1,0,0,1,0,0
32950,2,8400,1,110,1,142,0,0,0,0,1,0,0,0
33000,2,11300,1,110,1,56,1,0,0,0,1,1,0,0
32900,1,16000,1,110,1,83,0,1,1,0,0,0,1,0
37900,1,10,1,110,1,20,1,0,1,0,0,0,0,0
33400,1,12760,1,110,1,177,0,1,1,0,0,1,0,0
38200,0,10,1,110,1,119,0,1,1,0,0,0,0,0
34400,1,14000,1,110,1,108,1,0,0,0,1,0,0,0
32900,1,19500,1,110,1,105,0,1,0,0,1,0,1,0
36990,1,19000,1,110,1,326,1,0,1,0,0,0,1,0
33890,1,16300,1,110,1,132,0,0,1,0,0,0,0,0
38900,1,100,1,110,1,25,1,0,1,0,0,0,0,0
38200,0,10,1,110,1,119,0,1,1,0,0,0,0,0
32500,1,16364,1,110,1,285,0,1,1,0,0,1,0,0
31000,1,13108,1,110,1,286,1,0,0,0,1,1,0,0
34900,1,5833,1,110,1,222,1,0,0,0,1,1,0,0
39990,0,15,1,110,1,205,0,1,1,0,0,1,0,0
36900,0,10,1,110,1,265,1,0,1,0,0,1,0,0
36800,2,16000,1,110,1,344,0,1,1,0,0,0,1,0
38990,1,10,1,110,1,163,0,1,1,0,0,0,0,0
32800,1,19953,1,110,1,245,1,0,1,0,0,1,0,0
35500,1,13500,1,110,1,478,0,1,1,0,0,0,0,1
31500,2,7400,1,110,1,127,1,0,0,0,1,0,0,0
32800,1,17526,1,110,1,284,0,1,1,0,0,1,0,0
33800,1,8600,1,110,1,104,0,1,1,0,0,0,1,0
38400,1,19209,1,110,1,16,1,0,1,0,0,0,0,0
31890,0,18736,1,110,1,204,1,0,0,1,0,0,0,0
32500,1,10894,1,110,1,121,1,0,0,1,0,1,0,0
39990,1,1,1,110,1,499,0,1,1,0,0,0,0,1
38500,1,13000,1,110,1,164,0,1,1,0,0,0,1,0
33990,1,18400,1,110,1,163,1,0,1,0,0,0,0,0
32100,2,16000,1,110,1,326,0,1,1,0,0,0,1,0
34900,1,19000,1,110,1,276,0,1,1,0,0,1,0,0
37990,0,10098,1,110,1,174,0,1,1,0,0,0,0,0
35890,1,9998,1,110,1,101,0,1,1,0,0,0,0,0
37000,2,40,0,110,1,20,0,0,0,1,0,0,0,0
38900,1,18800,1,110,1,278,0,1,0,0,1,1,0,0
31900,2,11333,1,110,1,154,1,0,0,0,1,0,0,0
35800,1,16322,1,110,1,177,0,1,1,0,0,1,0,0
30900,2,10640,1,110,1,132,1,0,0,0,1,0,0,0
39900,1,1,1,110,1,302,0,1,1,0,0,1,0,0
39300,2,10,1,110,1,20,0,0,1,0,0,0,0,0
37500,1,13999,1,110,1,14,0,1,1,0,0,0,0,0
37590,1,11536,1,110,1,25,1,0,0,0,1,0,0,0
36500,0,1,1,110,1,177,0,1,0,0,1,1,0,0
32900,1,19710,1,110,1,163,0,1,1,0,0,0,0,0
30700,2,4200,1,110,1,299,1,0,0,0,1,1,0,0
30900,2,5500,1,110,1,299,1,0,0,0,1,1,0,0
36900,1,15999,1,110,1,687,0,1,1,0,0,0,0,1
31900,2,16314,1,110,1,127,0,1,1,0,0,0,0,0
33300,1,15594,1,110,1,177,0,1,1,0,0,1,0,0
35500,1,14676,1,110,1,239,0,1,1,0,0,0,1,0
38900,0,140,1,110,1,514,0,1,1,0,0,0,0,1
38300,1,7900,1,110,1,116,0,1,1,0,0,0,0,0
33900,1,6927,1,110,1,132,1,0,0,0,1,0,0,0
39300,2,10,1,110,1,20,0,0,1,0,0,0,0,0
33990,1,19998,1,110,1,101,1,0,1,0,0,0,0,0
38990,1,50,1,110,1,487,0,1,0,0,1,0,0,1
38500,1,5612,1,110,1,511,1,0,0,1,0,0,0,1
39900,0,1,1,110,1,120,0,1,1,0,0,0,0,0
32800,1,17599,1,110,1,284,0,1,1,0,0,1,0,0
37600,1,18700,1,110,1,67,1,0,1,0,0,1,0,0
31900,1,19500,1,110,1,31,0,1,0,0,1,0,0,0
39300,2,10,1,110,1,20,0,0,1,0,0,0,0,0
39300,2,10,1,110,1,20,0,0,1,0,0,0,0,0
35900,0,15,1,110,1,42,1,0,0,0,1,0,0,0
39950,1,8500,1,110,1,14,0,1,1,0,0,0,0,0
33500,1,13342,1,110,1,222,0,1,1,0,0,1,0,0
31900,3,18000,1,110,1,182,0,1,0,0,1,1,0,0
39300,2,10,1,110,1,20,0,0,1,0,0,0,0,0
34500,0,12,1,110,1,285,1,0,1,0,0,1,0,0
37590,0,1,1,110,1,229,0,1,1,0,0,1,0,0
31500,1,15000,1,110,1,162,1,0,0,0,1,1,0,0
39000,0,11,1,110,1,16,0,1,0,0,1,0,0,0
37500,1,6968,1,110,1,177,0,1,0,0,0,1,0,0
35900,1,8054,1,110,1,162,1,0,0,0,1,1,0,0
39999,1,18,1,110,1,275,0,1,0,0,1,1,0,0
32900,1,19420,1,110,1,177,0,1,1,0,0,1,0,0
34900,1,12403,1,110,1,140,0,1,1,0,0,0,1,0
37650,1,9998,1,110,1,101,0,1,1,0,0,0,0,0
38500,0,1,1,110,1,86,1,0,0,0,1,0,0,0
39700,0,10,1,110,1,119,0,1,1,0,0,0,0,0
39990,0,15,1,110,1,198,0,1,1,0,0,1,0,0
39500,1,7000,1,110,1,164,1,0,0,0,1,0,1,0
32490,1,17500,1,110,1,339,1,0,1,0,0,0,1,0
35600,1,12412,1,110,1,222,0,1,1,0,0,1,0,0
37900,1,3000,1,110,1,142,0,1,1,0,0,0,0,0
36900,1,1,1,110,1,496,0,1,0,0,1,0,0,1
36900,1,6000,1,110,1,276,0,1,1,0,0,1,0,0
38990,1,5053,1,110,1,285,0,1,0,0,1,1,0,0
38900,0,1,1,110,1,112,0,1,1,0,0,0,0,0
37590,0,1,1,110,1,198,0,1,1,0,0,1,0,0
39900,1,7265,1,110,1,42,1,0,0,0,1,0,0,0
36950,0,1,1,110,1,153,1,0,1,0,0,0,0,0
32399,1,16962,1,110,1,210,1,0,0,0,1,1,0,0
36500,1,7800,1,110,1,124,0,1,1,0,0,0,0,0
33900,1,16796,1,110,1,285,0,1,1,0,0,1,0,0
36800,1,6672,1,110,1,177,0,1,0,0,1,1,0,0
35800,1,11373,1,110,1,177,0,1,1,0,0,1,0,0
37900,1,7615,1,110,1,326,1,0,0,0,1,0,1,0
35900,1,14100,1,110,1,81,1,0,0,0,1,0,0,0
39700,0,10,1,110,1,119,0,1,1,0,0,0,0,0
39990,1,10,1,110,1,214,1,0,0,0,1,1,0,0
38990,0,1,1,110,1,488,0,1,1,0,0,0,0,1
38800,1,9382,1,110,1,177,0,1,0,0,1,1,0,0
37700,1,11,1,110,1,619,1,0,0,0,1,0,0,1
36400,1,11797,1,110,1,824,0,1,1,0,0,0,0,1
33200,1,10664,1,110,1,177,0,1,0,0,1,1,0,0
33500,1,14808,1,110,1,177,0,1,1,0,0,1,0,0
35400,1,19670,1,110,1,223,0,1,1,0,0,1,0,0
36800,1,6672,1,110,1,193,0,1,0,0,1,1,0,0
37000,1,13400,1,110,1,256,0,1,0,0,0,1,0,0
34500,1,17500,1,110,1,147,0,0,0,0,0,1,0,0
34900,1,17000,1,110,1,560,0,1,1,0,0,0,0,1
36500,1,19466,1,110,1,687,0,1,1,0,0,0,0,1
39900,1,3285,1,110,1,511,1,0,0,0,1,0,0,1
35800,1,14615,1,110,1,177,0,1,1,0,0,1,0,0
35000,1,14500,0,110,1,105,0,0,0,0,1,0,1,0
35500,0,17,1,110,1,285,1,0,0,0,1,1,0,0
39900,1,15750,1,110,1,509,0,1,0,0,1,0,0,1
35500,1,14415,1,110,1,177,0,1,1,0,0,1,0,0
38900,0,21,1,110,1,121,1,0,0,0,0,1,0,0
39900,1,10,1,110,1,16,0,1,0,1,0,0,0,0
35500,1,10700,1,110,1,124,1,0,1,0,0,0,0,0
36500,1,8600,1,110,1,124,0,1,1,0,0,0,0,0
33900,1,15477,1,110,1,177,0,1,1,0,0,1,0,0
36900,1,11316,1,110,1,177,0,1,1,0,0,1,0,0
35800,1,19042,1,110,1,177,0,1,1,0,0,1,0,0
36900,0,10,1,110,1,191,1,0,0,0,1,1,0,0
39900,1,1,1,110,1,101,0,1,1,0,0,0,0,0
37900,3,7876,1,110,1,193,0,1,0,0,1,1,0,0
39990,1,5620,1,110,1,14,1,0,1,0,0,0,0,0
34900,0,1,1,110,1,177,1,0,0,0,1,1,0,0
38900,1,5620,1,110,1,25,1,0,1,0,0,0,0,0
37900,1,11300,1,110,1,163,1,0,1,0,0,0,0,0
35900,1,10200,1,110,1,119,1,0,1,0,0,0,0,0
37990,1,19310,1,110,1,412,0,1,1,0,0,0,0,1
33900,1,16539,1,110,1,121,0,1,1,0,0,1,0,0
39500,0,16,1,110,1,147,0,0,0,0,1,1,0,0
38900,1,11,1,110,1,619,1,0,0,0,1,0,0,1
35900,1,11000,1,110,1,121,1,0,1,0,0,1,0,0
36950,0,1,1,110,1,153,1,0,1,0,0,0,0,0
35800,1,16769,1,110,1,177,0,1,1,0,0,1,0,0
36800,1,11835,1,110,1,687,0,1,1,0,0,0,0,1
37590,0,1,1,110,1,205,0,1,1,0,0,1,0,0
36900,1,5261,1,110,1,14,1,0,0,0,1,0,0,0
38970,1,10,1,110,1,350,0,1,1,0,0,0,1,0
35700,1,19600,1,110,1,127,0,1,1,0,0,0,0,0
39300,2,10,1,110,1,20,0,0,1,0,0,0,0,0
35800,1,11497,1,110,1,177,0,1,1,0,0,1,0,0
37900,2,15872,1,110,1,86,1,0,1,0,0,0,0,0
35800,1,16769,1,110,1,177,0,1,1,0,0,1,0,0
36500,1,10750,1,110,1,119,0,1,1,0,0,0,0,0
35900,0,15,1,110,1,31,1,0,0,0,1,0,0,0
38250,1,7566,1,110,1,101,0,1,1,0,0,0,0,0
37900,1,19259,1,110,1,177,0,1,1,0,0,1,0,0
34900,1,14345,1,110,1,101,0,1,1,0,0,0,0,0
38300,1,8600,1,110,1,116,0,1,1,0,0,0,0,0
32900,3,9000,1,110,1,189,0,1,0,0,1,1,0,0
33900,1,16000,1,110,1,164,0,1,0,0,1,0,1,0
35500,1,10200,1,110,1,124,1,0,1,0,0,0,0,0
31950,1,9783,1,110,1,23,0,0,0,0,1,0,0,0
35900,1,18536,1,110,1,229,0,1,1,0,0,1,0,0
38970,1,10,1,110,1,350,0,1,1,0,0,0,1,0
36900,1,8567,1,110,1,121,0,0,0,1,0,1,0,0
35500,1,19229,1,110,1,97,0,1,1,0,0,0,0,0
39450,1,10,1,110,1,101,0,1,1,0,0,1,0,0
35800,1,19042,1,110,1,177,0,1,1,0,0,1,0,0
39500,1,8026,1,110,1,156,1,0,1,0,0,0,0,0
39500,1,15540,1,110,1,14,0,1,0,0,0,0,0,0
35500,1,18398,1,110,1,177,1,0,0,0,1,1,0,0
33400,2,10810,1,110,1,177,1,0,0,0,1,1,0,0
33000,4,42000,1,110,1,141,1,0,1,0,0,1,0,0
32490,0,21854,1,110,1,204,1,0,0,1,0,0,0,0
32800,2,23932,1,110,1,276,0,1,1,0,0,1,0,0
32900,1,23000,1,110,1,276,0,1,1,0,0,1,0,0
33850,1,27563,1,110,1,279,0,1,1,0,0,1,0,0
34900,4,91000,1,110,1,186,0,1,1,0,0,1,0,0
32900,2,25992,1,110,1,222,0,1,1,0,0,1,0,0
34500,3,35000,1,110,1,141,0,1,0,0,1,0,0,0
32900,1,25000,1,110,1,276,1,0,1,0,0,1,0,0
37299,1,23026,1,110,1,210,1,0,1,0,0,1,0,0
32500,4,69900,1,110,1,326,0,1,1,0,0,0,1,0
35299,1,28041,1,110,1,210,1,0,1,0,0,1,0,0
30399,2,26185,1,110,1,210,0,0,0,0,0,1,0,0
33990,5,65000,1,110,1,518,0,1,1,0,0,0,0,1
32500,1,24543,1,110,1,200,0,1,1,0,0,1,0,0
35900,1,24000,1,110,1,292,0,1,1,0,0,1,0,0
32399,1,23854,1,110,1,210,1,0,0,0,1,1,0,0
35500,1,31563,0,110,1,533,0,1,0,0,1,0,0,1
30900,4,46800,1,110,1,114,1,0,1,0,0,1,0,0
30750,2,30000,1,110,1,20,0,1,1,0,0,0,0,0
34800,1,23104,1,110,1,201,0,0,0,0,0,1,0,0
35900,1,24500,1,110,1,141,1,0,1,0,0,1,0,0
34800,1,25311,1,110,1,177,0,1,1,0,0,1,0,0
35950,1,24418,1,110,1,489,0,1,1,0,0,0,0,1
36900,1,21752,1,110,1,97,0,1,1,0,0,0,0,0
33900,2,45203,1,110,1,204,0,1,1,0,0,0,0,0
36990,3,30463,1,110,1,214,0,1,1,0,0,1,0,0
31500,2,31300,1,110,1,462,0,1,1,0,0,0,0,1
34900,1,22340,1,110,1,132,0,1,1,0,0,0,0,0
30900,2,24285,1,110,1,261,1,0,1,0,0,0,1,0
32800,2,32925,1,110,1,177,0,1,1,0,0,1,0,0
32500,1,33902,1,110,1,162,0,1,1,0,0,1,0,0
33900,3,35800,1,110,1,170,1,0,1,0,0,1,0,0
31900,1,31000,1,110,1,141,1,0,1,0,0,1,0,0
35800,1,27001,1,110,1,177,0,1,1,0,0,1,0,0
38990,2,28142,1,110,1,214,0,0,1,0,0,1,0,0
31500,4,38800,1,110,1,177,1,0,1,0,0,1,0,0
39500,1,33757,1,110,1,132,0,1,1,0,0,0,0,0
35300,1,28139,1,110,1,222,0,1,1,0,0,1,0,0
37900,1,20855,1,110,1,219,0,1,1,0,0,0,0,0
38900,1,20051,1,110,1,127,0,1,1,0,0,0,0,0
30900,2,40000,1,110,1,667,0,1,1,0,0,0,0,1
31990,3,27300,1,110,1,261,0,0,1,0,0,0,1,0
32850,1,22009,1,110,1,279,0,0,0,0,1,1,0,0
33000,4,56147,1,110,1,607,0,1,1,0,0,0,0,1
31000,4,26000,0,110,1,20,0,1,0,0,1,0,0,0
32900,2,74900,1,110,1,755,0,1,1,0,0,0,0,1
32900,1,29000,1,110,1,276,0,1,1,0,0,1,0,0
32900,1,21800,1,110,1,276,0,1,1,0,0,1,0,0
32900,1,22700,1,110,1,276,1,0,1,0,0,1,0,0
34900,2,52000,1,110,1,283,0,1,1,0,0,0,1,0
34950,2,24500,1,110,1,147,1,0,1,0,0,1,0,0
31900,1,49688,1,110,1,162,0,1,1,0,0,1,0,0
32300,2,28400,1,110,1,20,0,1,0,0,1,0,0,0
34900,1,27767,1,110,1,42,0,1,1,0,0,0,0,0
34600,4,23000,1,110,1,20,0,1,0,1,0,0,0,0
34400,1,20400,1,110,1,65,0,1,1,0,0,0,0,0
34200,1,35000,1,110,1,99,0,0,1,0,0,0,1,0
31800,3,47500,1,110,1,80,0,1,1,0,0,0,0,0
31500,3,37391,1,110,1,226,1,0,1,0,0,0,0,0
31800,2,27900,1,110,1,116,0,1,0,0,1,0,0,0
32900,1,22900,1,110,1,134,0,1,1,0,0,1,0,0
31490,4,30000,1,110,1,139,0,0,1,0,0,0,0,0
31900,3,33200,1,110,1,163,0,1,1,0,0,0,0,0
35900,2,20991,1,110,1,174,1,0,1,0,0,1,0,0
30990,3,77000,1,110,1,495,0,1,1,0,0,0,0,1
32900,1,21000,1,110,1,276,1,0,1,0,0,1,0,0
30900,3,68197,1,110,1,177,0,1,1,0,0,1,0,0
31900,3,85175,1,110,1,163,0,1,0,0,0,0,0,0
31600,4,26900,1,110,1,171,0,0,1,0,0,1,0,0
31900,2,43404,1,110,1,163,0,1,1,0,0,0,0,0
35900,1,24000,1,110,1,292,0,1,1,0,0,1,0,0
31990,2,75000,1,110,1,755,0,1,1,0,0,0,0,1
31800,2,49989,1,110,1,292,0,1,0,0,1,1,0,0
31990,4,81309,1,110,1,724,1,0,1,0,0,0,0,1
30600,4,43600,1,110,1,116,0,0,1,0,0,0,0,0
33950,4,25999,1,110,1,14,1,0,1,0,0,0,0,0
31500,1,32601,1,110,1,81,0,1,1,0,0,0,0,0
35900,3,70700,1,110,1,163,0,1,1,0,0,0,0,0
30499,3,20643,1,110,1,32,1,0,1,0,0,0,0,0
31400,1,31900,1,110,1,104,0,1,0,0,0,0,1,0
35900,2,20991,1,110,1,177,1,0,1,0,0,1,0,0
31000,1,20800,1,110,1,160,1,0,0,0,0,0,0,0
30900,1,31063,1,110,1,25,0,1,1,0,0,0,0,0
31500,2,42622,1,110,1,106,0,1,1,0,0,0,0,0
34400,5,42042,1,110,1,155,0,0,0,0,1,0,0,0
31500,3,74000,1,110,1,99,0,1,1,0,0,0,1,0
31920,3,21992,1,110,1,20,1,0,0,1,0,0,0,0
32500,2,28184,1,110,1,160,0,1,0,0,1,0,0,0
34400,1,22000,1,110,1,276,0,1,1,0,0,1,0,0
32800,4,46854,1,110,1,197,0,0,1,0,0,1,0,0
30500,3,36000,1,110,1,807,0,1,1,0,0,0,0,1
31500,4,56000,1,110,1,326,0,0,1,0,0,0,1,0
31900,3,33200,1,110,1,201,0,1,1,0,0,0,0,0
33900,3,58000,1,110,1,56,0,1,1,0,0,1,0,0
33990,1,26592,1,110,1,276,0,1,1,0,0,1,0,0
35900,1,28966,1,110,1,121,0,1,1,0,0,1,0,0
31700,5,71700,1,110,1,776,0,1,1,0,0,0,0,1
34400,4,58700,1,110,1,156,0,1,0,0,1,0,0,0
33900,1,26000,1,110,1,276,0,1,1,0,0,1,0,0
30900,2,29026,1,110,1,276,1,0,1,0,0,1,0,0
33200,1,28324,1,110,1,285,0,1,1,0,0,1,0,0
32900,1,28590,1,110,1,226,0,1,1,0,0,0,0,0
32500,1,27500,1,110,1,177,0,1,1,0,0,1,0,0
31900,1,23320,1,110,1,285,0,1,1,0,0,1,0,0
32050,3,22251,1,110,1,20,1,0,0,0,1,0,0,0
32050,3,22251,1,110,1,20,1,0,0,0,1,0,0,0
33900,3,54326,1,110,1,242,0,1,1,0,0,1,0,0
31800,1,24500,1,110,1,223,0,1,0,0,1,0,0,0
33900,1,26000,1,110,1,276,0,1,1,0,0,1,0,0
33900,1,22000,1,110,1,276,0,1,1,0,0,1,0,0
32980,2,24000,1,110,1,202,0,1,0,0,1,0,1,0
33900,2,48000,1,110,1,326,0,1,1,0,0,0,1,0
35900,1,26584,1,110,1,25,0,1,1,0,0,0,0,0
34480,2,21453,0,110,1,20,0,1,0,0,1,0,0,0
37900,2,47130,1,110,1,200,0,1,1,0,0,0,1,0
30800,3,29300,1,110,1,20,1,0,0,1,0,0,0,0
35800,1,24000,1,110,1,270,0,1,1,0,0,1,0,0
32900,1,32000,1,110,1,146,1,0,1,0,0,0,1,0
33900,2,39619,1,110,1,478,0,1,1,0,0,0,0,1
35000,1,30467,1,110,1,774,0,1,1,0,0,0,0,1
32900,3,53000,1,110,1,225,0,1,1,0,0,1,0,0
33600,5,27000,1,110,1,20,0,1,0,0,1,0,0,0
31500,3,44465,1,110,1,16,0,1,0,0,1,0,0,0
33900,1,35504,1,110,1,14,0,0,0,0,1,0,0,0
35600,1,22900,1,110,1,134,0,1,1,0,0,1,0,0
32700,4,94610,1,110,1,156,0,1,1,0,0,1,0,0
31900,3,44069,1,110,1,140,0,1,1,0,0,0,1,0
31950,3,46800,1,110,1,14,1,0,1,0,0,0,0,0
33800,2,45000,1,110,1,683,0,1,1,0,0,0,0,1
30900,4,46800,1,110,1,114,0,0,1,0,0,1,0,0
32500,3,31900,1,110,1,20,1,0,0,0,1,0,0,0
33900,1,23000,1,110,1,276,0,1,1,0,0,1,0,0
34500,1,25200,1,110,1,177,0,1,1,0,0,1,0,0
33900,1,22700,1,110,1,276,1,0,1,0,0,1,0,0
31990,1,22219,1,110,1,111,0,1,1,0,0,0,1,0
33500,1,24800,1,110,1,276,1,0,1,0,0,1,0,0
30390,3,60000,1,110,1,326,0,0,1,0,0,0,1,0
33900,1,25000,1,110,1,276,0,1,1,0,0,1,0,0
32950,3,38500,1,110,1,14,1,0,1,0,0,0,0,0
30900,4,46800,1,110,1,114,1,0,1,0,0,1,0,0
37900,4,60000,1,110,1,276,0,1,1,0,0,1,0,0
37500,1,28000,1,110,1,311,0,0,1,0,0,1,0,0
34400,5,26700,1,110,1,20,0,1,0,0,1,0,0,0
31900,4,40000,1,110,1,893,1,0,1,0,0,0,0,1
34700,2,20532,1,110,1,174,1,0,1,0,0,1,0,0
32900,1,32237,1,110,1,226,0,1,1,0,0,0,0,0
30500,4,49500,1,110,1,116,0,1,1,0,0,0,0,0
32950,3,34900,1,110,1,14,0,1,1,0,0,0,0,0
33400,1,21320,1,110,1,156,0,1,0,0,1,0,0,0
31990,4,129000,1,110,1,614,0,1,1,0,0,0,0,1
32800,2,20842,1,110,1,673,0,1,1,0,0,0,0,1
33800,2,90602,1,110,1,86,0,1,1,0,0,0,0,0
31900,5,34786,1,110,1,807,1,0,0,1,0,0,0,1
31990,4,98000,1,110,1,56,0,1,1,0,0,1,0,0
30500,3,45173,1,110,1,174,0,1,1,0,0,1,0,0
34900,1,27767,1,110,1,31,0,1,1,0,0,0,0,0
33990,1,27300,1,110,1,177,0,1,1,0,0,1,0,0
34500,2,22000,1,110,1,326,0,0,0,0,1,0,1,0
32900,1,20852,1,110,1,219,0,1,1,0,0,0,0,0
33500,1,23621,1,110,1,223,0,1,1,0,0,0,1,0
31500,3,20800,1,110,1,20,1,0,0,1,0,0,0,0
31500,3,20800,1,110,1,20,1,0,0,1,0,0,0,0
32990,1,39000,1,110,1,757,0,1,1,0,0,0,0,1
33900,1,25000,1,110,1,276,0,1,1,0,0,1,0,0
34900,1,20977,1,110,1,222,0,1,1,0,0,1,0,0
30900,3,41800,0,110,1,285,0,0,1,0,0,1,0,0
32990,3,33828,1,110,1,488,0,1,1,0,0,0,0,1
33500,1,24000,1,110,1,276,0,1,1,0,0,1,0,0
33800,1,21290,1,110,1,104,0,1,1,0,0,0,1,0
33900,1,20777,1,110,1,42,0,1,1,0,0,0,0,0
31990,1,25228,1,110,1,111,0,1,1,0,0,0,1,0
35990,2,32000,1,110,1,326,0,0,0,0,1,0,1,0
32900,3,53000,1,110,1,177,0,1,1,0,0,1,0,0
35500,1,61284,1,110,1,127,1,0,1,0,0,0,0,0
31500,2,42622,1,110,1,57,0,1,1,0,0,0,0,0
30900,2,61172,1,110,1,843,0,1,1,0,0,0,0,1
32800,1,33969,1,110,1,177,0,1,1,0,0,1,0,0
31400,2,39860,1,110,1,104,0,0,1,0,0,0,1,0
37900,1,21000,1,110,1,57,1,0,1,0,0,0,0,0
34000,4,69000,1,110,1,724,1,0,1,0,0,0,0,1
32600,1,26617,1,110,1,284,0,1,1,0,0,1,0,0
36900,1,29968,1,110,1,177,0,1,1,0,0,1,0,0
38799,1,28367,1,110,1,210,0,1,1,0,0,1,0,0
33900,3,24800,1,110,1,156,0,1,0,0,1,0,0,0
34900,1,32232,1,110,1,65,0,1,1,0,0,0,0,0
33890,1,27800,1,110,1,132,0,1,1,0,0,0,0,0
31200,3,42000,1,110,1,352,0,1,0,0,0,0,1,0
33900,1,40000,1,110,1,187,0,1,1,0,0,1,0,0
35900,1,29500,1,110,1,177,0,1,1,0,0,1,0,0
38900,2,38290,1,110,1,204,0,0,1,0,0,0,0,0
30900,2,48616,1,110,1,358,1,0,1,0,0,0,1,0
32690,3,49820,1,110,1,147,1,0,1,0,0,0,0,0
32400,1,20845,1,110,1,31,0,1,1,0,0,0,0,0
31500,1,29048,1,110,1,141,1,0,1,0,0,1,0,0
35900,1,26938,1,110,1,177,0,1,1,0,0,1,0,0
33900,1,20777,1,110,1,31,0,1,1,0,0,0,0,0
32950,3,43500,1,110,1,14,1,0,1,0,0,0,0,0
32900,4,20288,1,110,1,807,0,0,0,0,1,0,0,1
34900,1,33907,1,110,1,97,0,1,1,0,0,0,0,0
30900,4,41728,1,110,1,326,1,0,0,0,1,0,1,0
36500,1,25892,1,110,1,326,0,1,1,0,0,0,1,0
32950,3,45999,1,110,1,14,1,0,1,0,0,0,0,0
33200,1,24778,1,110,1,285,0,1,1,0,0,1,0,0
32900,1,36900,1,110,1,97,0,1,1,0,0,0,0,0
31950,3,20999,1,110,1,14,1,0,1,0,0,0,0,0
36900,1,25193,1,110,1,270,0,1,1,0,0,1,0,0
31500,2,28183,1,110,1,57,0,1,1,0,0,0,0,0
38900,1,25000,1,110,1,109,0,1,1,0,0,0,0,0
33900,1,23813,1,110,1,163,0,1,1,0,0,0,0,0
35900,1,25000,1,110,1,911,0,1,1,0,0,0,0,1
32900,1,26000,1,110,1,276,1,0,1,0,0,1,0,0
35000,1,21300,1,110,1,177,0,1,1,0,0,1,0,0
31900,4,32295,1,110,1,177,1,0,1,0,0,1,0,0
30390,1,27932,1,110,1,502,0,1,0,0,0,0,0,1
34000,4,68880,1,110,1,764,1,0,1,0,0,0,0,1
34000,4,69000,1,110,1,819,1,0,1,0,0,0,0,1
36500,1,23000,1,110,1,57,0,1,1,0,0,0,0,0
32800,2,43576,1,110,1,120,0,1,0,0,1,0,1,0
33900,1,28151,1,110,1,163,0,1,1,0,0,0,0,0
30900,2,33409,1,110,1,619,0,0,0,0,1,0,0,1
31500,1,32000,1,110,1,91,1,0,1,0,0,1,0,0
30800,3,54474,1,110,1,197,0,0,1,0,0,1,0,0
32800,1,20719,1,110,1,177,0,1,1,0,0,1,0,0
32900,1,28753,1,110,1,177,0,1,1,0,0,1,0,0
30950,1,35643,1,110,1,284,0,1,1,0,0,1,0,0
34900,3,32500,1,110,1,233,0,1,1,0,0,1,0,0
30900,1,50159,1,110,1,162,0,1,1,0,0,1,0,0
38400,3,71115,1,110,1,174,0,0,0,0,1,1,0,0
