Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località,Venditore,CAP,Comune
Mercedes-Benz A 35 AMG Race Edition 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-race-edition-4matic-auto-benzina-a91452cd-1373-4248-a7c6-4762b99b1ff1,A 35,35700,68415,automatico,2019,Benzina,150.0,"Privato,
IT-40129 Bologna",Privato,40129,bologna
Mercedes-Benz A 180 A 180 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-premium-auto-diesel-blu-azzurro-fb3ba1cd-2ccb-43dd-b2e4-46fbb1bbe204,A 180 d,26000,63864,automatico,2019,Diesel,150.0,"Privato,
IT-25019 pozzolengo",Privato,25019,sirmione
Mercedes-Benz A 160 Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-160-sport-benzina-d83eb525-fd4b-4751-b7a7-2c973f61510f,A 160,21000,59300,manuale,2022,Benzina,150.0,"Privato,
IT-50126 firenze",Privato,50126,firenze
Mercedes-Benz A 35 AMG A AMG 35 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-amg-35-4matic-auto-benzina-nero-498107f8-eeb6-4874-a255-cb0684fcfc7a,A 35,36000,70000,automatico,2021,Benzina,150.0,"Privato,
IT-55011 Altopascio",Privato,55011,altopascio
Mercedes-Benz A 180 Classe A - W177 2018 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-premium-auto-diesel-grigio-ca01cb97-34fc-4094-86d1-667e3573a308,A 180,26000,67000,automatico,2019,Diesel,150.0,"Privato,
IT-37042 caldiero",Privato,37042,caldiero
Mercedes-Benz A 200 Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-200-premium-auto-benzina-91b9e70e-7984-46aa-9c07-711b612e3461,A 200,27000,42000,automatico,2020,Benzina,150.0,"Privato,
IT-42010 Rio Saliceto",Privato,42010,rio saliceto
Mercedes-Benz A 180 d Executive auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-executive-auto-diesel-6f8e5864-26bd-4cad-b752-f47d81a396dc,A 180 d,23000,70000,automatico,2021,Diesel,150.0,"Privato,
IT-40010 bentivoglio",Privato,40010,bentivoglio
Mercedes-Benz A 220 A220d Lim. AMG LINE-Sedan,https://www.autoscout24.it/annunci/mercedes-benz-a-220-a220d-lim-amg-line-sedan-diesel-blu-azzurro-c4d62122-aca3-44cc-8790-832b300bc08e,A 220 d,37300,807,automatico,2023,Diesel,150.0,"Privato,
IT-37050 Oppeano",Privato,37050,angiari
Mercedes-Benz A 180 d automatic premium Plus AMG line,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-premium-plus-amg-line-diesel-15a07e09-a6fe-46b5-aeef-b6395fb613c3,A 180 d,31000,67000,automatico,2022,Diesel,150.0,"Privato,
IT-35020 PD",Privato,35020,albignasego
Mercedes-Benz A 250 A 250 e phev Premium Night edition Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-phev-premium-night-edition-plus-auto-elettrica-benzina-nero-8d87f312-23a0-4e81-8672-8f4da95a7bd5,A 250 e,35990,36000,automatico,2021,Ibrido,150.0,"Privato,
IT-26100 Cremona",Privato,26100,cremona
Mercedes-Benz A 180 Classe A - W177 2018 Executive,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-executive-benzina-nero-a9186d95-eeae-4f26-b1a0-30bc15be9b11,A 180,24900,14000,manuale,2021,Benzina,150.0,"Privato,
IT-50136 FIRENZE",Privato,50136,firenze
Mercedes-Benz A 180 Business Extra auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-business-extra-auto-benzina-e8fbb6c9-c512-4939-bbd7-01d820aac495,A 180,24500,55000,automatico,2021,Benzina,150.0,"Privato,
IT-46011 Acquanegra sul Chiese",Privato,46011,acquanegra sul chiese
Mercedes-Benz A 180 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-premium-auto-diesel-nero-0d491069-3ab2-4728-baeb-1de0d57205ee,A 180 d,29000,60700,automatico,2019,Diesel,150.0,"Privato,
IT-36100 Vicenza",Privato,36100,vicenza
Mercedes-Benz A 180 Classe A - W177 2018d Business auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018d-business-auto-diesel-nero-9e1805cc-4007-4e8e-b7a3-6f5ccdd7aae7,A 180,25000,60000,automatico,2019,Diesel,150.0,"Privato,
IT-41122 Modena",Privato,41122,modena
Mercedes-Benz A 160 Classe A - W177 2018 Business Extra,https://www.autoscout24.it/annunci/mercedes-benz-a-160-classe-a-w177-2018-business-extra-benzina-nero-d5a9cac8-1518-4452-8e65-8afb40653bba,A 160,25500,40000,manuale,2022,Benzina,150.0,"Privato,
IT-35123 Padova",Privato,35123,padova
Mercedes-Benz A 250,https://www.autoscout24.it/annunci/mercedes-benz-a-250-elettrica-benzina-bianco-0f835196-8c01-4b94-a958-2d2fb790d95f,A 250,35350,25000,automatico,2023,Ibrido,150.0,"Privato,
IT-40037 Sasso Marconi",Privato,40037,sasso marconi
Mercedes-Benz automatic PREMIUM,https://www.autoscout24.it/annunci/mercedes-benz-a-180-automatic-premium-diesel-30d7a3ec-a5dd-49c9-811c-95821f1436d6,A 180,27800,,automatico,,Benzina,150.0,"Privato,
IT-37126 Verona",Privato,37126,verona
Mercedes-Benz A 180 Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-180-sport-benzina-db0a1688-6c21-4997-abdf-0a2977983600,A 180,24900,70000,automatico,2020,Benzina,150.0,"Privato,
IT-37134 verona",Privato,37134,verona
Mercedes-Benz A 250 Classe A W177(eq-power) Premium Plus edition auto,https://www.autoscout24.it/annunci/mercedes-benz-a-250-classe-a-w177-eq-power-premium-plus-edition-auto-elettrica-benzina-bianco-84407b5b-edf8-49c0-8354-b6023dc84850,A 250,29900,39000,automatico,2021,Ibrido,150.0,"Privato,
IT-36071 Vicenza",Privato,36071,arzignano
Mercedes-Benz A 35 AMG 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-auto-benzina-d93da1de-9a29-4257-b4f9-1d951e15fc79,A 35,35900,49000,automatico,2020,Benzina,150.0,"Privato,
IT-55100 Lucca",Privato,55100,lucca
Mercedes-Benz A 180 d Business auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-business-auto-diesel-f2fa12e2-3389-40e2-8a59-15bdc7d1f1c6,A 180 d,21000,66700,automatico,2019,Diesel,150.0,"Privato,
IT-40139 Bologna",Privato,40139,bologna
Mercedes-Benz A 35 AMG Race Edition 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-race-edition-4matic-auto-benzina-78099d8c-01ad-46bd-a8d0-53e826b5c831,A 35,39000,70000,automatico,2020,Benzina,150.0,"Privato,
IT-40100 Bologna",Privato,40100,
Mercedes-Benz A 180 Classe A 180 Business,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-180-business-benzina-grigio-0c8d0224-de46-4088-acd6-b8709ebc6b3f,A 180,23500,70000,manuale,2022,Benzina,150.0,"Privato,
IT-41049 Sassuolo",Privato,41049,sassuolo
Mercedes-Benz A 180 Classe A - V177 2018d Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-v177-2018d-sport-auto-diesel-nero-c161bc48-b4c1-4c37-a690-71effe89bd4c,A 180,23500,60312,automatico,2020,Diesel,150.0,"Privato,
IT-35131 35131",Privato,35131,padova
Mercedes-Benz A 180 d Business auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-business-auto-diesel-46d0eca7-344e-4438-98c7-204b8db2cb26,A 180 d,23000,70000,automatico,2019,Diesel,150.0,"Privato,
IT-41019 Soliera",Privato,41019,soliera
Mercedes-Benz A 180 Classe A - W177 2018 d Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-sport-auto-diesel-nero-1baecddc-a46b-4178-ab68-94d4842e79b0,A 180,28500,53000,automatico,2021,Diesel,150.0,"Privato,
IT-50019 sesto fiorentino",Privato,50019,sesto fiorentino
Mercedes-Benz A 200 Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-200-sport-auto-benzina-bianco-0bb398cb-326b-4401-9bfe-91d590804d52,A 200,24000,50600,automatico,2019,Benzina,150.0,"Privato,
IT-35031 Abano Terme",Privato,35031,abano terme
Mercedes-Benz A 180 Classe A - W177 2018 d Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-sport-auto-diesel-bianco-cc45e30f-43b7-4792-bb80-b5f1b33dcdd4,A 180,30000,31000,automatico,2021,Diesel,150.0,"Privato,
IT-42019 SCANDIANO",Privato,42019,scandiano
Mercedes-Benz A 180 d Business auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-business-auto-diesel-711640b9-67fa-4ebf-8c0a-3c74704a4fb2,A 180 d,23000,56031,automatico,2019,Diesel,150.0,"Privato,
IT-50018 Scandicci",Privato,50018,scandicci
Mercedes-Benz A 200 Classe A 200 d automatic sedan limousine,https://www.autoscout24.it/annunci/mercedes-benz-a-200-classe-a-200-d-automatic-sedan-limousine-diesel-67470630-1623-4c49-98c2-ac6847648437,A 200 d,37000,63000,automatico,2022,Diesel,150.0,"Privato,
IT-45011 Adria",Privato,45011,adria
Mercedes-Benz A 180 d Progressive Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-progressive-advanced-plus-auto-diesel-ebfd7669-d2b8-4450-8f80-8c5729afb481,A 180 d,37000,11000,automatico,2024,Diesel,150.0,"Privato,
IT-42020 Albinea",Privato,42020,albinea
Mercedes-Benz A 180 Classe A - W177 2023 d AMG Line Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2023-d-amg-line-advanced-plus-auto-diesel-nero-83336f13-cfa7-493f-b701-d735e932ebc3,A 180,36900,41280,automatico,2023,Diesel,150.0,"Privato,
IT-25015 Desenzano",Privato,25015,desenzano garda
Mercedes-Benz A 180 Classe A - W177 2018 d Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-sport-auto-diesel-grigio-05408054-8c88-4818-a87e-b91153f7e810,A 180,29500,70000,automatico,2021,Diesel,150.0,"Privato,
IT-54033 carrara",Privato,54033,carrara
Mercedes-Benz A 180 d Sport Light auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-light-auto-diesel-3208d832-8987-4782-9708-31c16229222a,A 180 d,25000,35000,automatico,2020,Diesel,150.0,"Privato,
IT-48015 Cervia",Privato,48015,cervia
Mercedes-Benz A 250 Classe A - e phev (eq-power) Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-250-classe-a-e-phev-eq-power-premium-auto-elettrica-benzina-grigio-f5398ed4-49ac-4b7a-9af3-bc3765feb22d,A 250,29000,68699,automatico,2020,Ibrido,150.0,"Privato,
IT-44039 Tresignana",Privato,44039,tresignana
Mercedes-Benz A 180 d Sport Extra auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-extra-auto-diesel-d4526d82-6dd4-4643-b61f-197806c847e3,A 180 d,26000,35000,automatico,2020,Diesel,150.0,"Privato,
IT-48015 Cervia",Privato,48015,cervia
Mercedes-Benz sport Sedan,https://www.autoscout24.it/annunci/mercedes-benz-a-180-sport-sedan-diesel-0d303938-2cf1-4297-a792-7bb13d030ccd,A 180,27500,,automatico,,Benzina,150.0,"Privato,
IT-43123 Parma",Privato,43123,parma
Mercedes-Benz A 35 AMG 4Matic Speedshift DCT 7G,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-speedshift-dct-7g-benzina-rosso-acb7dbf0-2d01-47fd-8843-9cf866ca36e4,A 35,35900,69000,automatico,2019,Benzina,150.0,"Privato,
IT-37131 Verona",Privato,37131,verona
Mercedes-Benz A 180 d Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-auto-diesel-2b0efab2-4a26-474a-b2a1-62addbc10370,A 180 d,24000,70000,automatico,2019,Diesel,150.0,"Privato,
IT-43023 cadelbosco di sopra Reggio Emilia",Privato,43023,
Mercedes-Benz A 35 AMG Race Edition 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-race-edition-4matic-auto-benzina-f6ab2d00-82bc-43aa-afc9-8139ffd33038,A 35,33900,57000,automatico,2019,Benzina,150.0,"Privato,
IT-50122 Firenze",Privato,50122,firenze
Mercedes-Benz A 180 D A AMG LINE Advance Plus+Pack PROMO FINANZIAMENTO,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-a-amg-line-advance-plus-pack-promo-finanziamento-diesel-nero-299bc940-0772-4ce8-8fa2-e4e0d864764e,A 180 d,36000,,automatico,,Diesel,150.0,,Rivenditore,,
Mercedes-Benz A 200 Automatic Sport MILD HYBRID,https://www.autoscout24.it/annunci/mercedes-benz-a-200-automatic-sport-mild-hybrid-elettrica-benzina-argento-126ffc1d-359b-4fa1-afba-e6eb6fcf2139,A 200,28900,,automatico,,Ibrido,150.0,,Rivenditore,,
Mercedes-Benz A 35 AMG a amg 35 race edition 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-amg-35-race-edition-4matic-auto-benzina-grigio-14f6d62b-314c-4363-bb80-bfb584578b35,A 35,39600,,automatico,,Benzina,150.0,,Rivenditore,,
Mercedes-Benz A 180 Automatic Business,https://www.autoscout24.it/annunci/mercedes-benz-a-180-automatic-business-benzina-nero-69b891ec-cd43-4776-b589-4f25206f9671,A 180,23900,,automatico,,Benzina,150.0,,Rivenditore,,
Mercedes-Benz A 200 A 200 d Automatic AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-d-automatic-amg-line-advanced-plus-diesel-argento-aa759e14-b577-428e-9b2a-cb7d33451e86,A 200 d,34890,,automatico,,Diesel,150.0,,Rivenditore,,
Mercedes-Benz A 180 180 amg line premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-amg-line-premium-auto-elettrica-benzina-grigio-83fb7666-7d4e-4c07-b71c-42c286f5ffda,A 180,33800,,automatico,,Benzina,150.0,,Rivenditore,,
Mercedes-Benz A 200 200 d amg line premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-200-200-d-amg-line-premium-auto-diesel-bianco-692bca89-e77f-412f-b1ca-ad52ced13fbd,A 200,38500,,automatico,,Benzina,150.0,,Rivenditore,,
Mercedes-Benz A 180 Classe A - W177 2018 d Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-sport-auto-diesel-bianco-cc45e30f-43b7-4792-bb80-b5f1b33dcdd4,A 180,30000,31000,automatico,2021,Diesel,150.0,"Privato,
IT-42019 SCANDIANO",Privato,42019,scandiano
Mercedes-Benz A 180 d Business auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-business-auto-diesel-711640b9-67fa-4ebf-8c0a-3c74704a4fb2,A 180 d,23000,56031,automatico,2019,Diesel,150.0,"Privato,
IT-50018 Scandicci",Privato,50018,scandicci
Mercedes-Benz A 200 Classe A 200 d automatic sedan limousine,https://www.autoscout24.it/annunci/mercedes-benz-a-200-classe-a-200-d-automatic-sedan-limousine-diesel-67470630-1623-4c49-98c2-ac6847648437,A 200 d,37000,63000,automatico,2022,Diesel,150.0,"Privato,
IT-45011 Adria",Privato,45011,adria
Mercedes-Benz A 180 d Progressive Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-progressive-advanced-plus-auto-diesel-ebfd7669-d2b8-4450-8f80-8c5729afb481,A 180 d,37000,11000,automatico,2024,Diesel,150.0,"Privato,
IT-42020 Albinea",Privato,42020,albinea
Mercedes-Benz A 180 Classe A - W177 2023 d AMG Line Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2023-d-amg-line-advanced-plus-auto-diesel-nero-83336f13-cfa7-493f-b701-d735e932ebc3,A 180,36900,41280,automatico,2023,Diesel,150.0,"Privato,
IT-25015 Desenzano",Privato,25015,desenzano garda
Mercedes-Benz A 180 Classe A - W177 2018 d Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-sport-auto-diesel-grigio-05408054-8c88-4818-a87e-b91153f7e810,A 180,29500,70000,automatico,2021,Diesel,150.0,"Privato,
IT-54033 carrara",Privato,54033,carrara
Mercedes-Benz A 180 d Sport Light auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-light-auto-diesel-3208d832-8987-4782-9708-31c16229222a,A 180 d,25000,35000,automatico,2020,Diesel,150.0,"Privato,
IT-48015 Cervia",Privato,48015,cervia
Mercedes-Benz A 250 Classe A - e phev (eq-power) Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-250-classe-a-e-phev-eq-power-premium-auto-elettrica-benzina-grigio-f5398ed4-49ac-4b7a-9af3-bc3765feb22d,A 250,29000,68699,automatico,2020,Ibrido,150.0,"Privato,
IT-44039 Tresignana",Privato,44039,tresignana
Mercedes-Benz A 180 d Sport Extra auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-extra-auto-diesel-d4526d82-6dd4-4643-b61f-197806c847e3,A 180 d,26000,35000,automatico,2020,Diesel,150.0,"Privato,
IT-48015 Cervia",Privato,48015,cervia
Mercedes-Benz sport Sedan,https://www.autoscout24.it/annunci/mercedes-benz-a-180-sport-sedan-diesel-0d303938-2cf1-4297-a792-7bb13d030ccd,A 180,27500,,automatico,,Benzina,150.0,"Privato,
IT-43123 Parma",Privato,43123,parma
Mercedes-Benz A 35 AMG 4Matic Speedshift DCT 7G,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-speedshift-dct-7g-benzina-rosso-acb7dbf0-2d01-47fd-8843-9cf866ca36e4,A 35,35900,69000,automatico,2019,Benzina,150.0,"Privato,
IT-37131 Verona",Privato,37131,verona
Mercedes-Benz A 180 d Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-auto-diesel-2b0efab2-4a26-474a-b2a1-62addbc10370,A 180 d,24000,70000,automatico,2019,Diesel,150.0,"Privato,
IT-43023 cadelbosco di sopra Reggio Emilia",Privato,43023,
Mercedes-Benz A 35 AMG Race Edition 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-race-edition-4matic-auto-benzina-f6ab2d00-82bc-43aa-afc9-8139ffd33038,A 35,33900,57000,automatico,2019,Benzina,150.0,"Privato,
IT-50122 Firenze",Privato,50122,firenze
Mercedes-Benz A 180 D A AMG LINE Advance Plus+Pack PROMO FINANZIAMENTO,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-a-amg-line-advance-plus-pack-promo-finanziamento-diesel-nero-299bc940-0772-4ce8-8fa2-e4e0d864764e,A 180 d,36000,,automatico,,Diesel,150.0,,Rivenditore,,
Mercedes-Benz A 200 Automatic Sport MILD HYBRID,https://www.autoscout24.it/annunci/mercedes-benz-a-200-automatic-sport-mild-hybrid-elettrica-benzina-argento-126ffc1d-359b-4fa1-afba-e6eb6fcf2139,A 200,28900,,automatico,,Ibrido,150.0,,Rivenditore,,
Mercedes-Benz A 35 AMG a amg 35 race edition 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-amg-35-race-edition-4matic-auto-benzina-grigio-14f6d62b-314c-4363-bb80-bfb584578b35,A 35,39600,,automatico,,Benzina,150.0,,Rivenditore,,
Mercedes-Benz A 180 Automatic Business,https://www.autoscout24.it/annunci/mercedes-benz-a-180-automatic-business-benzina-nero-69b891ec-cd43-4776-b589-4f25206f9671,A 180,23900,,automatico,,Benzina,150.0,,Rivenditore,,
Mercedes-Benz A 200 A 200 d Automatic AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-d-automatic-amg-line-advanced-plus-diesel-argento-aa759e14-b577-428e-9b2a-cb7d33451e86,A 200 d,34890,,automatico,,Diesel,150.0,,Rivenditore,,
Mercedes-Benz A 180 180 amg line premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-amg-line-premium-auto-elettrica-benzina-grigio-83fb7666-7d4e-4c07-b71c-42c286f5ffda,A 180,33800,,automatico,,Benzina,150.0,,Rivenditore,,
Mercedes-Benz A 200 200 d amg line premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-200-200-d-amg-line-premium-auto-diesel-bianco-692bca89-e77f-412f-b1ca-ad52ced13fbd,A 200,38500,,automatico,,Benzina,150.0,,Rivenditore,,
Mercedes-Benz A 180 A 180 d sport,https://www.automobile.it/cesena-mercedes-benz-180-180-d-sport/177236533,A 180 d,21990,77824,manuale,2022,Diesel,116.0,,,47521.0,cesena
Mercedes-benz A 45 AMG A 45S AMG 4Matic S,https://www.automobile.it/roma-mercedes-benz-45-amg-45s-amg-4matic-s/167723162,A 45 S,49900,7300,automatico,2022,Benzina,421.0,,,118.0,roma
MERCEDES-BENZ A 200 d Sport Automatica,https://www.automobile.it/bellona-mercedes-benz-200-d-sport-automatica/176453222,A 200 d,20900,155542,automatico,2021,Diesel,150.0,,,81041.0,bellona
MERCEDES-BENZ A 200 d Automatic Executive,https://www.automobile.it/bracciano-mercedes-benz-200-d-automatic-executive/176534020,A 200 d,25900,45000,automatico,2021,Diesel,150.0,,,62.0,bracciano
Mercedes-benz A 45 AMG A 45S AMG 4Matic,https://www.automobile.it/roma-mercedes-benz-45-amg-45s-amg-4matic/173683745,A 45 S,45500,34000,automatico,2021,Benzina,421.0,,,118.0,roma
Mercedes-benz A 160 160D 95 CV 2019 BUSINESS,https://www.automobile.it/campobasso-mercedes-benz-160-160d-95-cv-2019-business/177383629,A 160,19500,64294,manuale,2019,Diesel,109.0,,,86100.0,campobasso
Mercedes-benz A200 d Automatic Premium,https://www.automobile.it/roma-mercedes-benz-a200-d-automatic-premium/177422198,A 200 d,27500,32000,automatico,2021,Diesel,150.0,,,118.0,roma
MERCEDES-BENZ A 200 A 200 d AMG auto,https://www.automobile.it/venezia-mercedes-benz-200-200-d-amg-auto/176449784,A 200 d,29900,20046,automatico,2022,Diesel,150.0,,,30121.0,venezia
Mercedes-benz A 200 A 200 d Automatic Premium,https://www.automobile.it/prato-mercedes-benz-200-200-d-automatic-premium/177477902,A 200 d,25000,78000,automatico,2019,Diesel,150.0,,,59100.0,prato
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/nembro-mercedes-benz-180-d-automatic-sport/176378880,A 180 d,21900,69000,automatico,2019,Diesel,116.0,,,24027.0,nembro
Mercedes-Benz Classe A - W177 2018 Benzina A 250 e phev (eq-power) Sport auto,https://www.automobile.it/pesaro-mercedes-benz-classe-w177-2018-benzina-250-phev-eq-power-sport-auto/176041917,A 250 e,29800,9034,automatico,2022,Ibrido,218.0,,,61121.0,pesaro
Mercedes-Benz Classe A - W177 2018 Benzina A 250 e phev (eq-power) Sport auto,https://www.automobile.it/rimini-mercedes-benz-classe-w177-2018-benzina-250-phev-eq-power-sport-auto/176406973,A 250 e,29800,9034,automatico,2022,Ibrido,218.0,,,47921.0,rimini
Mercedes-benz A 180 A 180 d Automatic Sport,https://www.automobile.it/vittoria-mercedes-benz-180-180-d-automatic-sport/177699711,A 180 d,21990,149000,automatico,2020,Diesel,116.0,,,97019.0,vittoria
