Prezzo,Anni,Chilometraggio,Cambio,CV,Venditore,Distanza,is_Diesel vs Benzina,is_GPL vs Benzina,is_Ibrido vs Benzina,is_Elettrico vs Benzina,is_sport vs base,is_performance vs base,is_middle vs base,is NO vs NE,is Centro vs NE,is Sud_Isole vs NE
14990,3,40000,1,102,1,99,0,0,0,0,0,0,0,0,0,0
14800,3,26000,0,102,0,924,0,0,0,0,0,0,0,0,0,1
14850,2,35000,0,102,1,509,0,0,0,0,1,0,0,0,0,1
14200,4,81000,0,102,1,684,1,0,0,0,0,0,0,0,0,1
14500,3,61800,0,102,1,326,0,0,0,0,0,0,1,0,1,0
14690,2,60089,0,102,1,86,0,0,0,0,0,0,1,0,0,0
14690,2,60089,0,102,1,87,0,0,0,0,0,0,1,1,0,0
14900,2,41528,0,102,1,87,0,0,0,0,0,0,1,1,0,0
14900,3,45397,0,102,1,262,0,0,0,0,0,0,1,1,0,0
14650,4,55514,1,102,1,177,0,0,0,0,0,0,1,1,0,0
14650,4,55514,1,102,1,174,0,0,0,0,0,0,1,1,0,0
14650,4,55514,1,102,1,177,0,0,0,0,0,0,1,1,0,0
14500,5,87000,1,102,0,127,0,0,0,0,0,0,1,0,0,0
14490,1,16090,1,102,1,290,0,0,0,0,1,0,0,1,0,0
16138,1,24528,1,102,1,116,0,0,0,0,1,0,0,0,0,0
16438,1,41098,1,102,1,177,0,0,0,0,1,0,0,1,0,0
15438,1,40015,1,102,1,165,0,0,0,0,1,0,0,1,0,0
16390,3,46094,0,102,1,177,1,0,0,0,0,0,0,1,0,0
15890,1,18056,1,102,1,171,0,0,0,0,1,0,0,1,0,0
15900,0,1,0,102,1,177,0,0,0,0,1,0,0,1,0,0
15450,1,20870,1,102,1,142,0,0,0,0,1,0,0,1,0,0
15200,1,22180,0,102,1,101,0,0,0,0,1,0,0,0,0,0
16000,0,1,0,102,1,192,0,0,0,0,1,0,0,1,0,0
15390,0,2,0,102,1,341,0,0,0,0,1,0,0,0,1,0
15900,0,1,0,102,1,177,0,0,0,0,1,0,0,1,0,0
15200,1,14935,0,102,1,91,0,0,0,0,1,0,0,1,0,0
15200,1,17969,0,102,1,91,0,0,0,0,1,0,0,1,0,0
15690,1,14223,0,102,1,101,0,0,0,0,1,0,0,0,0,0
15700,0,10,0,102,1,147,0,0,0,0,0,0,0,1,0,0
15900,0,1,0,102,1,177,0,0,0,0,1,0,0,1,0,0
15250,1,20869,0,102,1,31,0,0,0,0,1,0,0,0,0,0
15500,0,20,0,102,1,337,0,0,0,0,1,0,0,0,1,0
15400,0,50,0,102,1,279,0,0,0,0,0,0,0,1,0,0
15990,1,22232,0,102,1,129,0,0,0,0,1,0,0,0,0,0
15438,1,36083,1,102,1,116,0,0,0,0,1,0,0,0,0,0
16000,0,100,0,102,1,162,0,0,0,0,0,0,0,1,0,0
15900,0,10,0,102,1,142,0,0,0,0,1,0,0,1,0,0
15200,1,14754,0,102,1,16,0,0,0,0,1,0,0,0,0,0
15690,1,14745,0,102,1,101,0,0,0,0,1,0,0,0,0,0
15900,1,15680,0,102,1,187,0,0,0,0,1,0,0,1,0,0
15100,1,11770,0,102,1,65,0,0,0,0,1,0,0,0,0,0
15438,1,40797,1,102,1,116,0,0,0,0,1,0,0,0,0,0
15438,1,39577,1,102,1,116,0,0,0,0,1,0,0,0,0,0
15900,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15990,1,16750,0,102,1,489,0,0,0,0,0,0,1,0,0,1
15700,5,23195,1,102,1,861,0,0,0,0,0,0,1,0,0,1
15438,1,40797,1,102,1,165,0,0,0,0,1,0,0,1,0,0
15980,2,64127,1,102,1,177,0,0,0,0,0,0,1,1,0,0
15900,0,10,0,102,0,774,0,0,0,0,0,0,0,0,0,1
15390,0,2,0,102,1,341,0,0,0,0,1,0,0,0,1,0
15699,1,10900,1,102,1,333,0,0,0,0,0,0,1,0,1,0
15300,0,1,1,102,1,189,0,0,1,0,1,0,0,1,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15950,0,10,0,102,1,286,0,0,0,0,1,0,0,1,0,0
16000,1,24659,0,102,0,68,0,0,0,0,1,0,0,0,0,0
15350,4,40000,0,102,0,348,0,0,0,0,1,0,0,0,0,1
15990,1,28500,1,102,1,111,0,0,0,0,1,0,0,1,0,0
15700,1,17800,0,102,1,169,0,0,0,0,1,0,0,1,0,0
15500,1,22000,0,102,0,25,0,0,0,0,1,0,0,0,0,0
15500,2,33000,1,102,0,125,0,0,0,0,1,0,0,1,0,0
15850,0,10,0,102,1,245,0,0,0,0,1,0,0,1,0,0
15950,0,5,0,102,1,99,0,0,0,0,0,0,0,0,0,0
15500,0,20,0,102,1,337,0,0,0,0,1,0,0,0,1,0
15490,1,18000,0,102,1,326,0,1,0,0,1,0,0,0,1,0
15990,0,26,0,102,1,276,0,0,0,0,1,0,0,1,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15400,1,1,0,102,1,107,0,0,0,0,0,0,0,0,0,0
15950,1,21831,1,102,1,142,0,0,1,0,1,0,0,1,0,0
15290,1,10,0,102,1,222,0,0,0,0,1,0,0,1,0,0
15900,1,26200,0,102,1,137,0,0,0,0,1,0,0,1,0,0
15199,3,10998,1,102,1,25,0,0,0,0,0,0,0,0,0,0
15790,1,29738,0,102,1,190,0,0,0,0,1,0,0,1,0,0
15400,1,14300,0,102,1,185,0,0,0,0,1,0,0,1,0,0
15250,0,10,0,102,1,180,0,0,0,0,1,0,0,1,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15950,2,9707,0,102,1,91,0,0,0,0,1,0,0,0,0,0
15950,1,19579,0,102,1,83,0,0,0,0,1,0,0,0,1,0
15400,0,1,0,102,1,192,0,0,0,0,0,0,0,1,0,0
15900,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15900,0,10,0,102,1,154,0,0,0,0,1,0,0,1,0,0
15900,0,10,0,102,1,147,0,0,0,0,1,0,0,1,0,0
15950,1,1,0,102,1,153,0,0,0,0,0,0,0,0,0,0
15590,0,10,0,102,1,271,0,0,0,0,1,0,0,1,0,0
15990,1,0,0,102,1,498,0,0,0,0,0,0,1,0,0,1
15900,0,1,0,102,1,478,0,0,0,0,1,0,0,0,0,1
16000,3,57727,0,102,0,234,0,0,0,0,0,0,1,1,0,0
15900,2,44000,0,102,0,572,1,0,0,0,1,0,0,0,0,1
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15900,3,56000,0,102,1,170,0,0,0,0,1,0,0,1,0,0
15800,0,1,0,102,1,200,0,0,0,0,0,0,0,1,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15500,0,10,0,102,1,147,0,0,0,0,0,0,0,1,0,0
15790,1,29738,0,102,1,103,0,0,0,0,1,0,0,0,0,0
15900,1,13130,0,102,1,200,0,0,0,0,1,0,0,0,1,0
15200,1,17751,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15700,0,10,0,102,1,495,0,0,0,0,1,0,0,0,0,1
15500,1,1,0,102,1,276,0,0,0,0,1,0,0,1,0,0
15950,3,7456,1,102,1,174,0,0,0,0,0,0,1,1,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15500,0,10,0,102,1,163,0,0,0,0,0,0,0,0,0,0
15500,2,40000,0,102,0,326,0,0,0,0,1,0,0,0,1,0
15990,0,11,0,102,1,276,0,0,0,0,1,0,0,1,0,0
15290,1,4980,0,102,1,495,0,0,0,0,0,0,0,0,0,1
15990,1,12500,0,102,1,560,0,0,0,0,1,0,0,0,0,1
15900,1,10,0,102,1,350,0,0,0,0,0,0,0,0,1,0
15900,1,18000,0,102,1,216,0,0,0,0,1,0,0,1,0,0
15500,2,26000,1,102,1,25,0,0,0,0,1,0,0,0,0,0
15700,0,1,0,102,1,200,0,0,0,0,0,0,0,1,0,0
15400,4,38000,1,102,1,192,0,0,0,0,1,0,0,1,0,0
16000,2,28960,0,102,0,128,1,0,0,0,0,0,1,0,1,0
15700,1,19700,0,102,1,261,0,0,0,0,1,0,0,0,1,0
15500,1,15200,0,102,1,112,0,0,0,0,1,0,0,0,0,0
15199,3,10998,1,102,1,177,0,0,0,0,0,0,0,1,0,0
15500,4,40960,1,102,0,62,0,0,0,0,1,0,0,0,0,0
15199,3,10998,1,102,1,326,0,0,0,0,0,0,0,0,1,0
15700,1,14394,0,102,1,134,0,0,0,0,1,0,0,1,0,0
15790,1,29738,0,102,1,137,0,0,0,0,1,0,0,0,0,0
15990,1,22232,0,102,1,137,0,0,0,0,1,0,0,0,0,0
15500,1,29890,0,102,1,276,0,0,0,0,1,0,0,1,0,0
15990,0,5,0,102,1,216,0,0,0,0,0,0,0,1,0,0
15600,2,25490,0,102,1,93,0,0,0,0,0,0,1,0,1,0
15990,0,20,0,102,1,141,0,0,0,0,0,0,0,0,0,0
15200,3,30000,0,102,0,9,1,0,0,0,0,0,1,0,0,0
15990,1,22232,0,102,1,190,0,0,0,0,1,0,0,1,0,0
15900,1,19885,0,102,1,57,0,0,0,0,1,0,0,0,0,0
15290,1,4980,0,102,1,339,0,0,0,0,0,0,0,0,1,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15199,3,10998,1,102,1,283,0,0,0,0,0,0,0,1,0,0
15500,1,16000,0,102,1,159,0,0,0,0,1,0,0,1,0,0
15600,1,13000,0,102,1,359,0,0,0,0,1,0,0,0,1,0
15500,0,10,0,102,1,101,0,0,0,0,0,0,0,0,0,0
15900,2,23583,0,102,1,40,0,0,0,0,0,0,1,0,0,0
15450,1,22839,1,102,1,142,0,0,0,0,1,0,0,1,0,0
15990,1,23191,0,102,1,103,0,0,0,0,1,0,0,0,0,0
15900,3,29000,0,102,1,159,1,0,0,0,0,0,1,0,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15199,3,10998,1,102,1,86,0,0,0,0,0,0,0,0,0,0
15400,3,63800,0,102,1,533,1,0,0,0,0,0,1,0,0,1
15990,1,22232,0,102,1,99,0,0,0,0,1,0,0,0,0,0
15900,1,15000,0,102,1,107,0,0,0,0,1,0,0,0,0,0
15490,1,19000,0,102,1,326,0,1,0,0,1,0,0,0,1,0
15438,1,41391,1,102,1,177,0,0,0,0,1,0,0,1,0,0
15250,0,10,0,102,1,180,0,0,0,0,1,0,0,1,0,0
15790,1,29738,0,102,1,129,0,0,0,0,1,0,0,0,0,0
15200,3,25000,0,102,0,6,0,0,0,0,0,0,1,0,0,0
15950,3,7456,1,102,1,177,0,0,0,0,0,0,1,1,0,0
15150,4,18780,1,102,1,276,0,0,0,0,0,0,0,1,0,0
15438,1,40011,1,102,1,22,0,0,0,0,1,0,0,0,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
16000,1,1,0,102,0,326,0,0,0,0,0,0,0,1,0,0
15900,0,10,0,102,1,239,0,0,0,0,0,0,0,0,0,0
15290,1,4980,0,102,1,99,0,0,0,0,0,0,0,0,1,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15690,1,15088,0,102,1,101,0,0,0,0,1,0,0,0,0,0
15438,1,38673,1,102,1,177,0,0,0,0,1,0,0,1,0,0
15700,0,10,0,102,1,147,0,0,0,0,0,0,0,1,0,0
15990,1,23191,0,102,1,137,0,0,0,0,1,0,0,0,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15400,1,11678,0,102,1,127,0,0,0,0,0,0,0,0,0,0
15450,4,31000,0,102,1,159,0,0,0,0,0,0,1,1,0,0
15900,2,45584,0,102,1,89,1,0,0,0,0,0,0,0,0,0
15900,3,28000,0,102,1,345,0,0,0,0,0,0,0,0,1,0
15290,1,4980,0,102,1,611,0,0,0,0,0,0,0,0,0,1
15850,2,44668,0,102,1,824,1,0,0,0,1,0,0,0,0,1
15400,2,17700,0,102,1,105,0,0,0,0,0,0,0,0,1,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15438,1,40797,1,102,1,190,0,0,0,0,1,0,0,1,0,0
15950,3,7456,1,102,1,177,0,0,0,0,0,0,1,1,0,0
15500,2,45200,0,102,1,500,1,0,0,0,0,0,0,0,0,1
15600,1,12152,0,102,1,359,0,0,0,0,1,0,0,0,1,0
15900,3,83400,0,102,1,176,1,0,0,0,0,0,0,0,1,0
15450,1,31130,1,102,1,142,0,0,0,0,1,0,0,1,0,0
15990,0,20,0,102,1,141,0,0,0,0,0,0,0,0,0,0
15490,1,1,0,102,1,124,0,0,0,0,0,0,0,0,0,0
15500,0,10,0,102,1,101,0,0,0,0,0,0,0,0,0,0
15900,1,10000,0,102,1,383,0,0,0,0,1,0,0,0,1,0
15370,1,1,0,102,1,127,0,0,0,0,0,0,0,0,0,0
15400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
15300,2,19500,0,102,1,86,0,0,0,0,0,0,1,0,0,0
15600,1,1,0,102,1,326,0,0,0,0,0,0,0,0,1,0
15400,1,29191,0,102,1,163,0,0,0,0,1,0,0,0,0,0
15500,5,96000,0,102,0,67,1,0,0,0,1,0,0,1,0,0
15500,3,43000,0,102,0,38,0,1,0,0,0,0,1,0,0,0
15900,2,19818,0,102,1,488,1,0,0,0,0,0,1,0,0,1
16000,3,24000,0,102,0,326,1,0,0,0,0,0,0,0,1,0
15990,2,49900,0,102,1,285,1,0,0,0,1,0,0,1,0,0
15450,1,22141,1,102,1,142,0,0,0,0,1,0,0,1,0,0
15900,1,11000,0,102,1,202,0,0,0,0,0,0,0,1,0,0
15900,2,57800,0,102,1,174,0,0,0,0,0,0,0,0,0,0
15950,1,5,0,102,1,216,0,0,0,0,0,0,0,1,0,0
15990,2,6,0,102,1,272,0,0,0,0,0,0,1,0,1,0
15438,1,41349,1,102,1,177,0,0,0,0,1,0,0,1,0,0
15290,1,4980,0,102,1,184,0,0,0,0,0,0,0,1,0,0
15790,1,29738,0,102,1,99,0,0,0,0,1,0,0,0,0,0
15438,1,36083,1,102,1,190,0,0,0,0,1,0,0,1,0,0
15900,3,55200,0,102,1,352,0,0,0,0,0,0,0,0,1,0
15900,2,32023,0,102,1,757,1,0,0,0,0,0,1,0,0,1
15500,0,10,0,102,1,184,0,0,0,0,0,0,0,0,0,0
15999,1,5326,0,102,1,326,0,0,0,0,1,0,0,0,1,0
15900,5,39424,1,102,1,141,0,0,0,0,0,0,1,1,0,0
15200,1,12344,0,102,1,65,0,0,0,0,1,0,0,0,0,0
15300,3,29000,0,102,0,9,1,0,0,0,0,0,1,0,0,0
15438,1,40011,1,102,1,187,0,0,0,0,1,0,0,1,0,0
15990,1,22232,0,102,1,103,0,0,0,0,1,0,0,0,0,0
15900,2,59900,0,102,1,326,1,0,0,0,0,0,1,0,1,0
15800,0,10,0,102,1,200,0,0,0,0,0,0,0,1,0,0
16000,2,28450,0,102,0,222,0,0,0,0,1,0,0,1,0,0
15800,0,1,0,102,1,200,0,0,0,0,0,0,0,1,0,0
15990,1,1,0,102,1,115,0,0,0,0,0,0,0,0,0,0
15900,1,10,0,102,1,468,0,0,0,0,0,0,0,0,0,1
15390,3,74258,0,102,1,261,1,0,0,0,0,0,1,0,1,0
15438,1,39577,1,102,1,165,0,0,0,0,1,0,0,1,0,0
15900,5,66000,1,102,0,227,0,0,0,0,1,0,0,1,0,0
15438,1,36083,1,102,1,165,0,0,0,0,1,0,0,1,0,0
15200,5,32741,1,102,1,389,0,0,0,0,0,0,1,0,0,1
15490,1,16765,0,102,1,272,0,0,0,0,0,0,0,0,1,0
15800,1,25091,0,102,1,89,0,0,0,0,1,0,0,0,0,0
15500,3,61000,0,102,0,20,1,0,0,0,0,0,1,0,0,0
15900,3,25700,0,102,1,102,0,0,0,0,0,0,0,0,0,0
15990,1,6000,0,102,1,412,0,0,0,0,0,0,0,0,0,1
15700,5,76673,0,102,0,303,0,1,0,0,0,0,1,0,0,1
15199,3,13827,0,102,1,326,0,0,0,0,0,0,1,0,1,0
15438,1,40015,1,102,1,190,0,0,0,0,1,0,0,1,0,0
15438,1,40015,1,102,1,116,0,0,0,0,1,0,0,0,0,0
15438,1,39577,1,102,1,190,0,0,0,0,1,0,0,1,0,0
15700,1,4341,0,102,1,326,0,0,0,0,0,0,0,0,1,0
15500,3,23556,0,102,1,163,1,0,0,0,0,0,0,0,0,0
15699,2,5748,0,102,1,326,0,0,0,0,0,0,1,0,1,0
15700,3,24378,0,102,1,214,0,0,0,0,1,0,0,1,0,0
15390,3,49393,0,102,1,284,1,0,0,0,0,0,1,0,1,0
16000,2,30000,1,102,0,106,0,0,0,0,0,0,1,0,1,0
15500,2,43274,0,102,1,89,0,0,0,0,0,0,1,0,0,0
15900,5,95973,0,102,0,177,1,0,0,0,1,0,0,1,0,0
15690,1,13716,0,102,1,101,0,0,0,0,1,0,0,0,0,0
15980,2,64127,1,102,1,326,0,0,0,0,0,0,1,0,1,0
15900,4,55000,0,102,1,261,0,0,0,0,0,0,1,0,1,0
16000,2,30000,1,102,0,106,0,0,0,0,0,0,1,0,1,0
15438,1,38603,1,102,1,177,0,0,0,0,1,0,0,1,0,0
15900,2,800,0,102,1,801,0,0,0,0,0,0,1,0,0,1
15980,2,64127,1,102,1,86,0,0,0,0,0,0,1,0,0,0
15900,2,3900,0,102,0,852,0,0,0,0,0,0,1,0,0,1
15200,5,32741,1,102,1,326,0,0,0,0,0,0,1,0,1,0
15300,5,54500,0,102,1,326,0,0,0,0,1,0,0,0,1,0
15980,2,64127,1,102,1,87,0,0,0,0,0,0,1,1,0,0
15500,5,65264,0,102,0,826,1,0,0,0,0,0,1,0,0,1
15900,5,15500,1,102,1,356,0,0,0,0,0,0,0,0,1,0
16000,5,63476,1,102,0,763,0,0,0,0,0,0,1,0,0,1
18700,1,6914,1,102,1,31,0,0,0,0,1,0,0,0,0,0
17360,0,10,0,102,1,166,0,0,0,0,1,0,0,1,0,0
16490,0,10,0,102,1,290,0,0,0,0,1,0,0,1,0,0
16800,0,10,0,102,1,119,0,0,0,0,1,0,0,0,0,0
16790,1,18300,1,102,1,180,0,0,0,0,1,0,0,1,0,0
16900,1,24600,0,102,1,265,0,0,0,0,1,0,0,1,0,0
16790,0,10,0,102,1,116,0,0,0,0,1,0,0,0,0,0
16790,1,14000,1,102,1,180,0,0,0,0,1,0,0,1,0,0
16500,1,37116,1,102,1,180,0,0,0,0,1,0,0,1,0,0
16900,0,5,0,102,1,276,0,0,0,0,0,0,0,1,0,0
16690,0,10,0,102,1,116,0,0,0,0,1,0,0,0,0,0
16790,0,10,0,102,1,116,0,0,0,0,1,0,0,0,0,0
16450,1,28270,1,102,1,184,0,0,0,0,1,0,0,1,0,0
16990,0,10,0,102,1,141,0,0,0,0,1,0,0,1,0,0
16900,1,26598,1,102,1,147,0,0,0,0,1,0,0,1,0,0
16190,1,9100,0,102,1,183,0,0,0,0,1,0,0,1,0,0
16138,1,24528,1,102,1,165,0,0,0,0,1,0,0,1,0,0
16900,0,1,0,102,1,276,0,0,0,0,0,0,0,1,0,0
16390,3,46094,0,102,1,326,1,0,0,0,0,0,0,0,1,0
16900,0,2,0,102,1,213,0,0,0,0,1,0,0,1,0,0
16900,0,10,0,102,1,59,0,0,0,0,1,0,0,0,0,0
16400,0,10,0,102,1,25,0,0,0,0,1,0,0,0,0,0
16800,0,1,0,102,1,124,0,0,0,0,1,0,0,0,0,0
16790,1,16000,1,102,1,180,0,0,0,0,1,0,0,1,0,0
16700,0,10,0,102,1,147,0,0,0,0,1,0,0,1,0,0
16800,0,1,0,102,1,107,0,0,0,0,1,0,0,0,0,0
16880,3,1,0,102,1,283,1,0,0,0,0,0,1,1,0,0
16500,1,9300,0,102,0,92,0,0,0,0,1,0,0,0,1,0
16400,0,1,0,102,1,217,0,0,0,0,1,0,0,0,0,0
16900,0,5,0,102,1,302,0,0,0,0,0,0,0,1,0,0
16590,0,1,0,102,1,214,0,0,0,0,0,0,0,1,0,0
16900,1,8,0,102,1,42,0,0,0,0,1,0,0,0,0,0
17000,0,950,0,102,0,274,0,0,0,0,1,0,0,1,0,0
16790,0,10,0,102,1,116,0,0,0,0,1,0,0,0,0,0
16990,0,10,0,102,1,99,0,0,0,0,1,0,0,0,1,0
16490,0,10,0,102,1,188,0,0,0,0,0,0,0,1,0,0
16900,0,1,0,102,1,200,0,0,0,0,1,0,0,1,0,0
16900,1,2,0,102,1,782,0,0,0,0,1,0,0,0,0,1
17000,0,10,0,102,1,185,0,0,0,0,1,0,0,1,0,0
16980,0,516,0,102,0,87,0,0,0,0,1,0,0,0,1,0
17000,1,10,0,102,1,106,0,0,0,0,0,0,0,0,1,0
16900,0,10,0,102,1,84,0,0,0,0,0,0,0,0,1,0
16800,0,1,0,102,1,122,0,0,0,0,1,0,0,0,0,0
16448,1,22172,0,102,1,116,0,0,0,0,1,0,0,0,0,0
16200,1,15851,0,102,1,173,0,0,0,0,1,0,0,1,0,0
16500,2,14000,0,102,0,169,0,0,0,0,0,0,1,1,0,0
16500,2,29000,0,102,0,121,0,0,0,0,0,0,1,1,0,0
16900,0,1,0,102,1,198,0,0,0,0,1,0,0,1,0,0
16990,0,1,0,102,1,488,0,0,0,0,1,0,0,0,0,1
16500,0,1,0,102,1,83,0,0,0,0,0,0,0,0,1,0
16400,0,1,0,102,1,124,0,0,0,0,1,0,0,0,0,0
16600,1,15100,0,102,1,429,0,0,0,0,1,0,0,0,1,0
16990,0,1,0,102,1,326,0,0,0,0,1,0,0,0,1,0
16250,0,1,0,102,1,656,0,0,0,0,0,0,0,0,0,1
16900,1,31648,1,102,1,140,0,0,0,0,1,0,0,0,0,0
16300,0,1,0,102,1,122,0,0,0,0,1,0,0,0,0,0
16990,2,36900,1,102,1,377,0,0,0,0,1,0,0,0,0,1
16800,0,1,0,102,1,505,0,0,0,0,0,0,0,0,0,1
16500,2,31604,0,102,0,216,0,0,0,0,1,0,0,0,0,0
16900,0,1,0,102,1,502,0,0,0,0,1,0,0,0,0,1
16500,1,7000,0,102,0,94,0,0,0,0,1,0,0,0,1,0
16500,2,29000,1,102,0,333,0,0,0,0,1,0,0,0,1,0
16299,1,18672,0,102,1,210,0,0,0,0,1,0,0,1,0,0
16900,1,20,0,102,1,132,0,0,0,0,1,0,0,0,0,0
16990,0,10,0,102,1,339,0,0,0,0,1,0,0,0,1,0
16900,0,1,0,102,1,505,0,0,0,0,0,0,0,0,0,1
16990,0,1,0,102,1,499,0,0,0,0,1,0,0,0,0,1
16900,0,10,0,102,1,150,0,0,0,0,1,0,0,0,1,0
16500,4,26000,1,102,0,170,0,0,0,0,1,0,0,1,0,0
16299,1,16988,0,102,1,214,0,0,0,0,1,0,0,1,0,0
16500,1,13700,0,102,1,204,0,0,0,0,1,0,0,0,1,0
16990,0,10,0,102,1,141,0,0,0,0,1,0,0,1,0,0
16900,0,1,0,102,1,127,0,0,0,0,0,0,0,0,0,0
16100,1,23800,0,102,1,137,0,0,0,0,1,0,0,1,0,0
17000,3,50000,1,102,0,287,0,0,0,0,0,0,0,0,1,0
16900,1,31325,0,102,1,263,0,0,0,0,1,0,0,0,1,0
16600,0,1,0,102,1,34,0,0,0,0,1,0,0,0,0,0
16800,0,1,0,102,1,124,0,0,0,0,1,0,0,0,0,0
16448,1,22172,0,102,1,190,0,0,0,0,1,0,0,1,0,0
16300,2,15000,0,102,1,243,1,0,0,0,0,0,0,1,0,0
17000,1,11500,1,102,0,861,0,0,0,0,0,0,1,0,0,1
16790,3,31200,1,102,1,842,0,0,0,0,1,0,0,0,0,1
16390,1,1,0,102,1,180,0,0,0,0,0,0,0,1,0,0
16500,3,19000,0,102,0,18,1,0,0,0,0,0,0,0,0,0
16990,0,10,0,102,1,189,0,0,0,0,1,0,0,1,0,0
16800,0,1,0,102,1,122,0,0,0,0,1,0,0,0,0,0
16500,1,900,0,102,1,100,0,0,0,0,1,0,0,1,0,0
16200,0,10,0,102,1,245,0,0,0,0,0,0,0,1,0,0
16900,1,16500,0,102,1,387,0,0,0,0,0,0,1,0,1,0
16990,0,10,0,102,1,495,0,0,0,0,1,0,0,0,0,1
17000,4,31000,1,102,0,162,0,0,0,0,1,0,0,1,0,0
16200,2,30000,1,102,0,287,0,0,0,0,0,0,1,0,1,0
16590,0,1,0,102,1,214,0,0,0,0,0,0,0,1,0,0
16800,1,15053,0,102,1,167,0,0,0,0,1,0,0,1,0,0
16900,0,1,0,102,1,200,0,0,0,0,1,0,0,1,0,0
16200,4,29517,1,102,1,326,0,0,0,0,0,0,1,0,1,0
16900,2,37000,0,102,1,387,1,0,0,0,0,0,0,0,1,0
16300,0,1,0,102,1,646,0,0,0,0,0,0,0,0,0,1
16499,2,20472,1,102,1,326,0,0,0,0,1,0,0,0,1,0
16900,1,1,0,102,1,207,0,0,0,0,1,0,0,1,0,0
16200,4,29517,1,102,1,389,0,0,0,0,0,0,1,0,0,1
16900,0,10,0,102,1,149,0,0,0,0,1,0,0,0,1,0
16900,0,1,0,102,1,200,0,0,0,0,1,0,0,1,0,0
16500,3,41000,1,102,0,283,0,0,0,0,0,0,0,1,0,0
16600,1,1,0,102,1,326,0,0,0,0,0,0,0,0,1,0
16900,2,38780,0,102,1,381,1,0,0,0,0,0,0,0,1,0
16900,0,1,0,102,1,200,0,0,0,0,1,0,0,1,0,0
17000,2,43000,0,102,0,50,1,0,0,0,1,0,0,0,0,0
16990,0,1,0,102,1,488,0,0,0,0,1,0,0,0,0,1
16990,0,1,0,102,1,488,0,0,0,0,1,0,0,0,0,1
16490,0,10,0,102,1,213,0,0,0,0,1,0,0,1,0,0
16990,0,1,0,102,1,488,0,0,0,0,1,0,0,0,0,1
16400,1,24759,0,102,1,167,0,0,0,0,1,0,0,1,0,0
16500,2,24200,0,102,0,174,0,0,0,0,1,0,0,0,0,0
16400,2,22437,0,102,1,76,1,0,0,0,0,0,0,0,0,0
16500,1,18000,0,102,1,84,0,0,0,0,1,0,0,0,0,0
17000,2,13300,1,102,0,124,0,0,0,0,0,0,1,0,1,0
16900,5,93000,0,102,1,333,1,0,0,0,0,0,0,0,1,0
16500,2,33200,0,102,1,25,1,0,0,0,0,0,0,0,0,0
16390,0,5,0,102,1,101,0,0,0,0,0,0,0,0,0,0
16500,1,13500,0,102,1,228,0,0,0,0,0,0,1,0,1,0
16800,1,15287,0,102,1,167,0,0,0,0,1,0,0,1,0,0
16900,0,1,0,102,1,201,0,0,0,0,0,0,0,1,0,0
16900,1,1,0,102,1,202,0,0,0,0,1,0,0,1,0,0
16590,0,1,0,102,1,214,0,0,0,0,0,0,0,1,0,0
16250,3,48500,1,102,0,106,0,0,0,0,0,0,0,0,1,0
16450,1,8828,1,102,1,142,0,0,0,0,0,0,1,1,0,0
16990,0,1,0,102,1,488,0,0,0,0,1,0,0,0,0,1
16500,2,32972,0,102,1,290,0,0,0,0,0,0,0,1,0,0
16900,1,9000,0,102,1,207,0,0,0,0,1,0,0,1,0,0
16990,0,1,0,102,1,488,0,0,0,0,1,0,0,0,0,1
16138,1,24528,1,102,1,190,0,0,0,0,1,0,0,1,0,0
17000,3,60000,0,102,0,292,0,0,0,0,0,0,1,1,0,0
16900,1,10200,0,102,1,207,0,0,0,0,1,0,0,1,0,0
16900,1,1,0,102,1,201,0,0,0,0,0,0,1,1,0,0
17000,4,64023,1,102,0,788,0,0,0,0,0,0,0,0,0,1
16390,3,46094,0,102,1,87,1,0,0,0,0,0,0,1,0,0
16448,1,22172,0,102,1,165,0,0,0,0,1,0,0,1,0,0
16990,0,1,0,102,1,488,0,0,0,0,1,0,0,0,0,1
16990,0,1,0,102,1,488,0,0,0,0,1,0,0,0,0,1
16900,0,10,0,102,1,326,0,0,0,0,0,0,0,0,1,0
